player_id,name,card_year,denominator,draft_year,draft_round,is_international,bucket,debut_year,debut_date,days_since_debut,games_pitched,games_batted,innings_pitched,ip_per_game,role,primary_position,current_org,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,lowest_buynow_price,lowest_buynow_url,top_listing_url,top_listing_title,has_market,snapshot_date
draft_2022_gabriel_rincones_jr_r3p93,Gabriel Rincones Jr.,2023,0,2022,3,0,R2-R3,2026,2026-06-12,17,,10,,,BAT,OF,Philadelphia Phillies,1,0,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,https://www.ebay.com/itm/376967435880?_skw=%22Gabriel+Rincones%22+1st+Bowman+Chrome+auto&hash=item57c5029668:g:LfsAAeSw4tVpkmME,https://www.ebay.com/itm/376967435880?_skw=%22Gabriel+Rincones%22+1st+Bowman+Chrome+auto&hash=item57c5029668:g:LfsAAeSw4tVpkmME,Gabriel Rincones Jr. Signed 2022 1st Bowman Chrome Auto Philadelphia Phillies,1,2026-06-29
draft_2020_blaze_jordan_r3p89,Blaze Jordan,2021,0,2020,3,0,R2-R3,2026,2026-06-12,17,,14,,,BAT,1B,Boston Red Sox,20,0,20,35.87,73.7475,99.99,116.587,131.24,325.0,35.87,https://www.ebay.com/itm/117249191136?_skw=%22Blaze+Jordan%22+1st+Bowman+Chrome+auto&hash=item1b4c98ace0:g:DKAAAeSwJslqLzEJ,https://www.ebay.com/itm/117249191136?_skw=%22Blaze+Jordan%22+1st+Bowman+Chrome+auto&hash=item1b4c98ace0:g:DKAAAeSwJslqLzEJ,Blaze Jordan 2021 Bowman Chrome 1st IP Auto - St Louis Cardinals Rookie,1,2026-06-29
draft_2021_elmer_rodriguez-cruz_r4p105,Elmer Rodriguez-Cruz,2022,0,2021,4,0,R4-R10,2026,2026-04-29,61,4,,17.0,4.25,SP,RHP,Boston Red Sox,3,0,3,42.5,51.25,60.0,127.5,170.0,280.0,42.5,https://www.ebay.com/itm/366379654395?_skw=%22Elmer+Rodriguez-Cruz%22+1st+Bowman+Chrome+auto&hash=item554deddcfb:g:v5IAAeSwA7pp85mw,https://www.ebay.com/itm/366379654395?_skw=%22Elmer+Rodriguez-Cruz%22+1st+Bowman+Chrome+auto&hash=item554deddcfb:g:v5IAAeSwA7pp85mw,Elmer Rodriguez-Cruz Signed 2021 Bowman Chrome 1st Refractor IP Autograph Auto,1,2026-06-29
draft_2021_chad_dallas_r4p121,Chad Dallas,2022,0,2021,4,0,R4-R10,2026,2026-06-04,25,1,,3.67,3.67,SP,RHP,Toronto Blue Jays,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2020_marco_raya_r4p128,Marco Raya,2021,0,2020,4,0,R4-R10,2026,2026-06-27,2,1,,2.0,2.0,SWG,RHP,Cleveland Indians,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2022_andrew_morris_r4p114,Andrew Morris,2023,0,2022,4,0,R4-R10,2026,2026-04-12,78,29,,38.0,1.31,RP,RHP,Minnesota Twins,12,0,12,5.0,9.98,11.0,13.774166666666666,16.2475,32.89,5.0,https://www.ebay.com/itm/257473378632?_skw=%22Andrew+Morris%22+1st+Bowman+Chrome+auto&hash=item3bf29bf948:g:CbIAAeSwI8dp6~fU,https://www.ebay.com/itm/257473378632?_skw=%22Andrew+Morris%22+1st+Bowman+Chrome+auto&hash=item3bf29bf948:g:CbIAAeSwI8dp6~fU,Andrew Morris 2025 Bowman Chrome #CPA-AMO Auto 1st RC,1,2026-06-29
draft_2020_tanner_murray_r4p125,Tanner Murray,2021,0,2020,4,0,R4-R10,2026,2026-04-05,85,,13,,,BAT,SS,Tampa Bay Rays,36,0,36,2.99,5.0,8.8,16.140833333333333,19.99,124.69,2.99,https://www.ebay.com/itm/377293420559?_skw=%22Tanner+Murray%22+1st+Bowman+Chrome+auto&hash=item57d870b80f:g:6poAAeSwlv5qPDje,https://www.ebay.com/itm/377293420559?_skw=%22Tanner+Murray%22+1st+Bowman+Chrome+auto&hash=item57d870b80f:g:6poAAeSwlv5qPDje,2021 Bowman Chrome Tanner Murray Auto Autograph 1st Prospect #CPA-TM Rays,1,2026-06-29
draft_2020_beck_way_r4p129,Beck Way,2021,0,2020,4,0,R4-R10,2026,2026-06-05,24,10,,13.67,1.37,RP,RHP,New York Yankees,13,0,13,5.49,9.99,10.0,26.64076923076923,24.99,149.99,5.49,https://www.ebay.com/itm/198447653706?_skw=%22Beck+Way%22+1st+Bowman+Chrome+auto&hash=item2e3466e34a:g:IbMAAeSwHJ5qOh5v,https://www.ebay.com/itm/198447653706?_skw=%22Beck+Way%22+1st+Bowman+Chrome+auto&hash=item2e3466e34a:g:IbMAAeSwHJ5qOh5v,2021 Bowman Chrome BECK WAY sapphire refractor auto - RC - 1st - Yankees,1,2026-06-29
draft_2023_cooper_ingle_r4p125,Cooper Ingle,2024,0,2023,4,0,R4-R10,2026,2026-06-26,3,,3,,,BAT,C,Cleveland Guardians,24,1,24,24.99,47.90500000000001,52.495000000000005,71.92958333333334,65.0,388.0,24.99,https://www.ebay.com/itm/377302652879?_skw=%22Cooper+Ingle%22+1st+Bowman+Chrome+auto&hash=item57d8fd97cf:g:000AAeSwkcBqQZo6,https://www.ebay.com/itm/377302652879?_skw=%22Cooper+Ingle%22+1st+Bowman+Chrome+auto&hash=item57d8fd97cf:g:000AAeSwkcBqQZo6,2023 Bowman Chrome 1st Cooper Ingle In Person Auto #BDC-85 Guardians Prospect,1,2026-06-29
draft_2024_sean_keys_r4p125,Sean Keys,2025,0,2024,4,0,R4-R10,2026,2026-06-27,2,,1,,,BAT,3B,Toronto Blue Jays,9,1,9,25.0,25.0,47.95,41.76888888888889,49.99,59.99,25.0,https://www.ebay.com/itm/800254313870?_skw=%22Sean+Keys%22+1st+Bowman+Chrome+auto&hash=itemba52dfc58e:g:Ta0AAeSwMWtqQJRg,https://www.ebay.com/itm/800254313870?_skw=%22Sean+Keys%22+1st+Bowman+Chrome+auto&hash=itemba52dfc58e:g:Ta0AAeSwMWtqQJRg,Topps 2025 Bowman Chrome Prospects Sean Keys 1st Bowman Auto #BCP-89,1,2026-06-29
draft_2020_carter_baumler_r5p133,Carter Baumler,2021,0,2020,5,0,R4-R10,2026,2026-03-26,95,4,,5.67,1.42,RP,RHP,Baltimore Orioles,3,0,3,19.5,22.244999999999997,24.99,29.81,34.964999999999996,44.94,19.5,https://www.ebay.com/itm/147338265951?_skw=%22Carter+Baumler%22+1st+Bowman+Chrome+auto&hash=item224e0b855f:g:ImsAAeSwFyJqGRCi,https://www.ebay.com/itm/147338265951?_skw=%22Carter+Baumler%22+1st+Bowman+Chrome+auto&hash=item224e0b855f:g:ImsAAeSwFyJqGRCi,2020 Bowman Chrome 1st Carter Baumler Base Auto Orioles HOT ROOKIE RC Autograph,1,2026-06-29
draft_2021_eric_cerantola_r5p139,Eric Cerantola,2022,0,2021,5,0,R4-R10,2026,2026-05-06,54,3,,4.0,1.33,RP,RHP,Kansas City Royals,13,0,13,3.99,6.99,8.0,10.404615384615385,11.99,29.99,3.99,https://www.ebay.com/itm/278064166786?_skw=%22Eric+Cerantola%22+1st+Bowman+Chrome+auto&hash=item40bdea7782:g:yn8AAeSwzyhqI1Su,https://www.ebay.com/itm/278064166786?_skw=%22Eric+Cerantola%22+1st+Bowman+Chrome+auto&hash=item40bdea7782:g:yn8AAeSwzyhqI1Su,2021 Bowman Chrome Baseball - 1st Auto CDA-EC KC Royals - ERIC CERANTOLA,1,2026-06-29
draft_2023_aj_ewing_r4p134,A.J. Ewing,2024,0,2023,4,0,R4-R10,2026,2026-05-12,48,,44,,,BAT,SS,New York Mets,32,0,32,49.99,49.99,79.99,93.1978125,126.2475,239.99,49.99,https://www.ebay.com/itm/366403353292?_skw=%22AJ+Ewing%22+1st+Bowman+Chrome+auto&hash=item554f577acc:g:AZoAAeSwKRRqAqgn,https://www.ebay.com/itm/366403353292?_skw=%22AJ+Ewing%22+1st+Bowman+Chrome+auto&hash=item554f577acc:g:AZoAAeSwKRRqAqgn,"AJ Ewing New York Mets Auto Signed 2023 1st Bowman Chrome Paint ,",1,2026-06-29
draft_2018_ryan_weiss_r4p129,Ryan Weiss,2019,0,2018,4,0,R4-R10,2026,2026-03-27,94,9,,26.0,2.89,SP,RHP,Arizona Diamondbacks,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2020_shane_drohan_r5p148,Shane Drohan,2021,0,2020,5,0,R4-R10,2026,2026-04-08,82,16,,52.0,3.25,SP,LHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2024_sam_antonacci_r5p140,Sam Antonacci,2025,0,2024,5,0,R4-R10,2026,2026-04-15,75,,64,,,BAT,IF,Chicago White Sox,25,0,25,29.99,49.99,54.99,60.312400000000004,64.0,149.99,29.99,https://www.ebay.com/itm/188369380887?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item2bdbb0a617:g:2q8AAeSw3WpqAP7D,https://www.ebay.com/itm/188369380887?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item2bdbb0a617:g:2q8AAeSw3WpqAP7D,Sam Antonacci 2024 1st Bowman Chrome AUTO 1ST ROOKIE WHITE SOX IP Signed CALL UP,1,2026-06-29
draft_2021_micah_bratt_r5p134,Micah Bratt,2022,0,2021,5,0,R4-R10,2026,2026-06-24,5,1,,3.0,3.0,SP,LHP,Texas Rangers,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2022_spencer_miles_r4p136,Spencer Miles,2023,0,2022,4,0,R4-R10,2026,2026-03-28,93,23,,51.0,2.22,SWG,RHP,San Francisco Giants,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2023_zach_thornton_r5p159,Zach Thornton,2024,0,2023,5,0,R4-R10,2026,2026-05-20,40,2,,10.33,5.17,SP,LHP,New York Mets,31,0,31,14.99,25.0,34.99,40.98161290322581,49.99,99.99,14.99,https://www.ebay.com/itm/117273888661?_skw=%22Zach+Thornton%22+1st+Bowman+Chrome+auto&hash=item1b4e118795:g:4DEAAeSw3XhqQX~5,https://www.ebay.com/itm/117273888661?_skw=%22Zach+Thornton%22+1st+Bowman+Chrome+auto&hash=item1b4e118795:g:4DEAAeSw3XhqQX~5,2023 Bowman Draft Chrome Zach Thornton 1st Auto #CDA-ZT Mets Prospect Autograph,1,2026-06-29
draft_2023_jonah_cox_r6p166,Jonah Cox,2024,0,2023,6,0,R4-R10,2026,2026-05-31,29,,19,,,BAT,OF,Oakland Athletics,24,0,24,15.99,19.99,25.0,29.65125,36.24,55.0,15.99,https://www.ebay.com/itm/188507009510?_skw=%22Jonah+Cox%22+1st+Bowman+Chrome+auto&hash=item2be3e4b1e6:g:AuUAAeSwmGpqLYFo,https://www.ebay.com/itm/188507009510?_skw=%22Jonah+Cox%22+1st+Bowman+Chrome+auto&hash=item2be3e4b1e6:g:AuUAAeSwmGpqLYFo,"2023 Bowman Draft Chrome 1st Auto Jonah Cox #CDA-JCO (AU, RC) Athletics",1,2026-06-29
draft_2022_tyler_schweitzer_r5p161,Tyler Schweitzer,2023,0,2022,5,0,R4-R10,2026,2026-04-08,82,4,,4.0,1.0,RP,LHP,Chicago White Sox,9,0,9,5.99,9.99,12.0,13.103333333333333,12.99,24.99,5.99,https://www.ebay.com/itm/278069993703?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item40be4360e7:g:EGIAAeSwYDhqJ7Yd,https://www.ebay.com/itm/278069993703?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item40be4360e7:g:EGIAAeSwYDhqJ7Yd,2022 Bowman Chrome Tyler Schweitzer 1st Bowman Auto #CDA-TSR Chicago White Sox,1,2026-06-29
draft_2021_hayden_juenger_r6p182,Hayden Juenger,2022,0,2021,6,0,R4-R10,2026,2026-05-31,29,2,,2.0,1.0,RP,RHP,Toronto Blue Jays,7,0,7,4.99,8.475,9.99,26.845714285714287,43.995,68.0,4.99,https://www.ebay.com/itm/116350044901?_skw=%22Hayden+Juenger%22+1st+Bowman+Chrome+auto&hash=item1b1700cae5:g:QVEAAOSw-UBnBDu9,https://www.ebay.com/itm/116350044901?_skw=%22Hayden+Juenger%22+1st+Bowman+Chrome+auto&hash=item1b1700cae5:g:QVEAAOSw-UBnBDu9,2023 BOWMAN CHROME BASEBALL HAYDEN JUENGER 1ST PROSPECT AUTO #CPA-HJ,1,2026-06-29
draft_2021_brett_kerry_r5p141,Brett Kerry,2022,0,2021,5,0,R4-R10,2026,2026-06-17,12,1,,4.0,4.0,SP,RHP,Los Angeles Angels,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2022_josh_white_r5p142,Josh White,2023,0,2022,5,0,R4-R10,2026,2026-05-31,29,1,,0.67,0.67,RP,RHP,Miami Marlins,1,0,1,1.99,1.99,1.99,1.99,1.99,1.99,1.99,https://www.ebay.com/itm/233376519272?_skw=Josh+White+Bowman+auto&hash=item3656531468:g:OeoAAOSwK5Vdrmt9,https://www.ebay.com/itm/233376519272?_skw=Josh+White+Bowman+auto&hash=item3656531468:g:OeoAAOSwK5Vdrmt9,Josh Phegley Signed 2013 Bowman Draft Chrome Rc Auto White Sox Athletics ,1,2026-06-29
draft_2023_cooper_pratt_r6p182,Cooper Pratt,2024,0,2023,6,0,R4-R10,2026,2026-06-16,13,,12,,,BAT,SS,Milwaukee Brewers,5,0,5,75.0,79.99,89.95,90.986,89.99,120.0,75.0,https://www.ebay.com/itm/127944618556?_skw=%22Cooper+Pratt%22+1st+Bowman+Chrome+auto&hash=item1dca17f23c:g:3PoAAeSwQZpqP8RJ,https://www.ebay.com/itm/127944618556?_skw=%22Cooper+Pratt%22+1st+Bowman+Chrome+auto&hash=item1dca17f23c:g:3PoAAeSwQZpqP8RJ,2024 Bowman Cooper Pratt 1st Bowman Chrome Auto Brewers #CPA-CPR,1,2026-06-29
draft_2023_george_klassen_r6p193,George Klassen,2024,0,2023,6,0,R4-R10,2026,2026-04-05,85,2,,4.67,2.33,SWG,P,Philadelphia Phillies,23,0,23,12.0,19.47,24.88,41.33652173913043,47.82,124.99,12.0,https://www.ebay.com/itm/127715203731?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item1dbc6b5a93:g:F2YAAOSwQ0toUYR3,https://www.ebay.com/itm/127715203731?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item1dbc6b5a93:g:F2YAAOSwQ0toUYR3,2025 Bowman George Klassen 1st Chrome Prospect Auto #CPA-GK,1,2026-06-29
draft_2021_riley_martin_r6p184,Riley Martin,2022,0,2021,6,0,R4-R10,2026,2026-04-06,84,8,,8.33,1.04,RP,LHP,Chicago Cubs,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2022_collin_price_r6p193,Collin Price,2023,0,2022,6,0,R4-R10,2026,2026-06-04,25,,7,,,BAT,C,Houston Astros,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2022_max_rajcic_r6p187,Max Rajcic,2023,0,2022,6,0,R4-R10,2026,2026-06-18,11,4,,5.67,1.42,RP,RHP,St. Louis Cardinals,0,0,0,,,,,,,,,,,0,2026-06-29
draft_2018_raynel_delgado_r6p193,Raynel Delgado,2019,0,2018,6,0,R4-R10,2026,2026-06-14,15,,13,,,BAT,SS,Cleveland Indians,2,0,2,8.99,14.7425,20.495,20.495,26.2475,32.0,8.99,https://www.ebay.com/itm/203534327626?_skw=%22Raynel+Delgado%22+1st+Bowman+auto&hash=item2f63975f4a:g:VSkAAOSw8chg-wFP,https://www.ebay.com/itm/203534327626?_skw=%22Raynel+Delgado%22+1st+Bowman+auto&hash=item2f63975f4a:g:VSkAAOSw8chg-wFP,RAYNEL DELGADO 2018 Bowman Draft Paper BD-176 1ST ROOKIE Signed AUTO COA Indians,1,2026-06-29
draft_2022_alex_hoppe_r6p189,Alex Hoppe,2023,0,2022,6,0,R4-R10,2026,2026-04-27,63,21,,24.0,1.14,RP,RHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-06-29
