player_id,name,card_year,denominator,draft_year,draft_round,is_international,bucket,debut_year,debut_date,days_since_debut,games_pitched,games_batted,innings_pitched,ip_per_game,role,primary_position,current_org,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,lowest_buynow_price,lowest_buynow_url,top_listing_url,top_listing_title,has_market,snapshot_date
draft_2024_gage_jump_r2p73,Gage Jump,2025,0,2024,2,0,R2-R3,2026,2026-05-26,6,1,,5.0,5.0,SP,LHP,Oakland Athletics,10,0,10,86.22,102.49249999999999,116.995,118.509,129.95,150.0,86.22,https://www.ebay.com/itm/406941210978?_skw=%22Gage+Jump%22+1st+Bowman+Chrome+auto&hash=item5ebf961962:g:Ex0AAeSwDPJqDrER,https://www.ebay.com/itm/406941210978?_skw=%22Gage+Jump%22+1st+Bowman+Chrome+auto&hash=item5ebf961962:g:Ex0AAeSwDPJqDrER,2026 Bowman Gage Jump 1st Bowman Chrome Auto Athletics,1,2026-06-01
draft_2020_carter_baumler_r5p133,Carter Baumler,2021,0,2020,5,0,R4-R10,2026,2026-03-26,67,4,,5.67,1.42,RP,RHP,Baltimore Orioles,3,0,3,21.0,22.994999999999997,24.99,30.31,34.964999999999996,44.94,21.0,https://www.ebay.com/itm/147338265951?_skw=%22Carter+Baumler%22+1st+Bowman+Chrome+auto&hash=item224e0b855f:g:ImsAAeSwFyJqGRCi,https://www.ebay.com/itm/147338265951?_skw=%22Carter+Baumler%22+1st+Bowman+Chrome+auto&hash=item224e0b855f:g:ImsAAeSwFyJqGRCi,2020 Bowman Chrome 1st Carter Baumler Base Auto Orioles HOT ROOKIE RC Autograph,1,2026-06-01
draft_2020_tanner_murray_r4p125,Tanner Murray,2021,0,2020,4,0,R4-R10,2026,2026-04-05,57,,13,,,BAT,SS,Tampa Bay Rays,38,0,38,3.0,5.2475000000000005,8.0,17.509736842105262,19.99,124.69,3.0,https://www.ebay.com/itm/226181105895?_skw=%22Tanner+Murray%22+1st+Bowman+Chrome+auto&hash=item34a971c8e7:g:vWoAAOSwjiRmYklC,https://www.ebay.com/itm/226181105895?_skw=%22Tanner+Murray%22+1st+Bowman+Chrome+auto&hash=item34a971c8e7:g:vWoAAOSwjiRmYklC,2021 Bowman Chrome Tanner Murray 1st Bowman Auto,1,2026-06-01
draft_2022_andrew_morris_r4p114,Andrew Morris,2023,0,2022,4,0,R4-R10,2026,2026-04-12,50,16,,23.67,1.48,RP,RHP,Minnesota Twins,10,0,10,5.0,9.9925,15.495000000000001,15.885,19.9975,32.89,5.0,https://www.ebay.com/itm/257473378632?_skw=%22Andrew+Morris%22+1st+Bowman+Chrome+auto&hash=item3bf29bf948:g:CbIAAeSwI8dp6~fU,https://www.ebay.com/itm/257473378632?_skw=%22Andrew+Morris%22+1st+Bowman+Chrome+auto&hash=item3bf29bf948:g:CbIAAeSwI8dp6~fU,Andrew Morris 2025 Bowman Chrome #CPA-AMO Auto 1st RC,1,2026-06-01
draft_2023_aj_ewing_r4p134,A.J. Ewing,2024,0,2023,4,0,R4-R10,2026,2026-05-12,20,,19,,,BAT,SS,New York Mets,35,0,35,49.99,49.99,79.99,90.24885714285715,129.495,195.0,49.99,https://www.ebay.com/itm/366403353292?_skw=%22AJ+Ewing%22+1st+Bowman+Chrome+auto&hash=item554f577acc:g:AZoAAeSwKRRqAqgn,https://www.ebay.com/itm/366403353292?_skw=%22AJ+Ewing%22+1st+Bowman+Chrome+auto&hash=item554f577acc:g:AZoAAeSwKRRqAqgn,"AJ Ewing New York Mets Auto Signed 2023 1st Bowman Chrome Paint ,",1,2026-06-01
draft_2021_eric_cerantola_r5p139,Eric Cerantola,2022,0,2021,5,0,R4-R10,2026,2026-05-06,26,3,,4.0,1.33,RP,RHP,Kansas City Royals,13,0,13,3.99,6.99,8.0,10.443846153846154,11.99,29.99,3.99,https://www.ebay.com/itm/168413177871?_skw=%22Eric+Cerantola%22+1st+Bowman+Chrome+auto&hash=item273635280f:g:J9AAAeSwcSxqGajm,https://www.ebay.com/itm/168413177871?_skw=%22Eric+Cerantola%22+1st+Bowman+Chrome+auto&hash=item273635280f:g:J9AAAeSwcSxqGajm,2021 BOWMAN CHROME 1ST AUTO ERIC CERANTOLA,1,2026-06-01
draft_2020_shane_drohan_r5p148,Shane Drohan,2021,0,2020,5,0,R4-R10,2026,2026-04-08,54,11,,27.33,2.48,SWG,LHP,Boston Red Sox,1,0,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,https://www.ebay.com/itm/145507876228?_skw=%22Shane+Drohan%22+1st+Bowman+Chrome+auto&hash=item21e0f1fd84:g:oJAAAOSwyyRlgPfl,https://www.ebay.com/itm/145507876228?_skw=%22Shane+Drohan%22+1st+Bowman+Chrome+auto&hash=item21e0f1fd84:g:oJAAAOSwyyRlgPfl,2020 Bowman Chrome Draft Shane Drohan 1st RC Rookie Card Signed IP Auto Baseball,1,2026-06-01
draft_2018_ryan_weiss_r4p129,Ryan Weiss,2019,0,2018,4,0,R4-R10,2026,2026-03-27,66,9,,26.0,2.89,SP,RHP,Arizona Diamondbacks,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2024_sam_antonacci_r5p140,Sam Antonacci,2025,0,2024,5,0,R4-R10,2026,2026-04-15,47,,42,,,BAT,IF,Chicago White Sox,22,0,22,25.0,41.2375,54.99,54.53727272727273,59.99,100.0,25.0,https://www.ebay.com/itm/358553298964?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item537b712814:g:eEkAAeSwvSpqBQtb,https://www.ebay.com/itm/358553298964?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item537b712814:g:eEkAAeSwvSpqBQtb,Sam Antonacci Signed Card 2024 1st Bowman Chrome In Person (IP) Autograph Auto,1,2026-06-01
draft_2023_zach_thornton_r5p159,Zach Thornton,2024,0,2023,5,0,R4-R10,2026,2026-05-20,12,1,,4.33,4.33,SP,LHP,New York Mets,28,0,28,20.0,29.5,39.495000000000005,46.315357142857145,51.25,101.5,20.0,https://www.ebay.com/itm/157949525623?_skw=%22Zach+Thornton%22+1st+Bowman+Chrome+auto&hash=item24c6867e77:g:v5gAAeSwALNqGHbK,https://www.ebay.com/itm/157949525623?_skw=%22Zach+Thornton%22+1st+Bowman+Chrome+auto&hash=item24c6867e77:g:v5gAAeSwALNqGHbK,ZACH THORNTON - 2023 Bowman Draft - Chrome Prospect 1st Auto #CDA-ZT Mets,1,2026-06-01
draft_2022_spencer_miles_r4p136,Spencer Miles,2023,0,2022,4,0,R4-R10,2026,2026-03-28,65,16,,36.33,2.27,SWG,RHP,San Francisco Giants,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2022_tyler_schweitzer_r5p161,Tyler Schweitzer,2023,0,2022,5,0,R4-R10,2026,2026-04-08,54,4,,4.0,1.0,RP,LHP,Chicago White Sox,7,0,7,9.99,11.995000000000001,12.0,14.85,16.49,24.99,9.99,https://www.ebay.com/itm/266340564988?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item3e03227ffc:g:uaEAAOSwfNZkt--M,https://www.ebay.com/itm/266340564988?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item3e03227ffc:g:uaEAAOSwfNZkt--M,2022 Bowman Chrome Tyler Schweitzer 1st Auto Autograph Card White Sox ,1,2026-06-01
draft_2023_jonah_cox_r6p166,Jonah Cox,2024,0,2023,6,0,R4-R10,2026,2026-05-31,1,,1,,,BAT,OF,Oakland Athletics,6,0,6,34.0,37.4925,45.0,41.665,45.0,46.0,34.0,https://www.ebay.com/itm/198393270714?_skw=%22Jonah+Cox%22+1st+Bowman+Chrome+auto&hash=item2e312911ba:g:0G4AAeSwi0lqHKlI,https://www.ebay.com/itm/198393270714?_skw=%22Jonah+Cox%22+1st+Bowman+Chrome+auto&hash=item2e312911ba:g:0G4AAeSwi0lqHKlI,2023 Bowman Draft Jonah Cox Chrome 1st Auto - Athletics CALL UP 🔥,1,2026-06-01
draft_2022_josh_white_r5p142,Josh White,2023,0,2022,5,0,R4-R10,2026,2026-05-31,1,1,,0.67,0.67,RP,RHP,Miami Marlins,1,0,1,1.99,1.99,1.99,1.99,1.99,1.99,1.99,https://www.ebay.com/itm/233376519272?_skw=Josh+White+Bowman+auto&hash=item3656531468:g:OeoAAOSwK5Vdrmt9,https://www.ebay.com/itm/233376519272?_skw=Josh+White+Bowman+auto&hash=item3656531468:g:OeoAAOSwK5Vdrmt9,Josh Phegley Signed 2013 Bowman Draft Chrome Rc Auto White Sox Athletics ,1,2026-06-01
draft_2021_hayden_juenger_r6p182,Hayden Juenger,2022,0,2021,6,0,R4-R10,2026,2026-05-31,1,1,,1.0,1.0,RP,RHP,Toronto Blue Jays,9,0,9,2.99,4.99,9.95,21.433333333333334,19.99,68.0,2.99,https://www.ebay.com/itm/235397213579?_skw=%22Hayden+Juenger%22+1st+Bowman+Chrome+auto&hash=item36cec46d8b:g:lNkAAOSwKvBlrchv,https://www.ebay.com/itm/235397213579?_skw=%22Hayden+Juenger%22+1st+Bowman+Chrome+auto&hash=item36cec46d8b:g:lNkAAOSwKvBlrchv,HAYDEN JUENGER 2023 Bowman Chrome Auto 1st,1,2026-06-01
draft_2023_george_klassen_r6p193,George Klassen,2024,0,2023,6,0,R4-R10,2026,2026-04-05,57,2,,4.67,2.33,SWG,P,Philadelphia Phillies,23,0,23,9.0,19.225,20.0,31.75913043478261,39.99,89.99,9.0,https://www.ebay.com/itm/206299377025?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item300866ad81:g:MXQAAeSwGgVqFQI2,https://www.ebay.com/itm/206299377025?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item300866ad81:g:MXQAAeSwGgVqFQI2,George Klassen 2025 Bowman 1st Auto Chrome Prospect #CPA-GK Angels,1,2026-06-01
draft_2019_adam_macko_r7p216,Adam Macko,2020,0,2019,7,0,R4-R10,2026,2026-05-18,14,8,,8.0,1.0,RP,LHP,Seattle Mariners,6,0,6,10.0,14.9925,16.6,22.196666666666665,23.3,49.99,10.0,https://www.ebay.com/itm/298366257537?_skw=%22Adam+Macko%22+1st+Bowman+Chrome+auto&hash=item457803c981:g:MhAAAeSwRldqGgZj,https://www.ebay.com/itm/298366257537?_skw=%22Adam+Macko%22+1st+Bowman+Chrome+auto&hash=item457803c981:g:MhAAAeSwRldqGgZj,Topps 2022 Bowman Chrome 1st Auto Adam Macko CPA-AM Mariners RC Insert,1,2026-06-01
draft_2022_riley_cornelio_r7p201,Riley Cornelio,2023,0,2022,7,0,R4-R10,2026,2026-04-24,38,1,,2.0,2.0,SWG,RHP,Washington Nationals,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_riley_martin_r6p184,Riley Martin,2022,0,2021,6,0,R4-R10,2026,2026-04-06,56,8,,8.33,1.04,RP,LHP,Chicago Cubs,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2022_alex_hoppe_r6p189,Alex Hoppe,2023,0,2022,6,0,R4-R10,2026,2026-04-27,35,11,,12.33,1.12,RP,RHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_franco_aleman_r10p306,Franco Aleman,2022,0,2021,10,0,R4-R10,2026,2026-05-10,22,2,,2.67,1.33,RP,RHP,Cleveland Indians,1,0,1,14.99,14.99,14.99,14.99,14.99,14.99,14.99,https://www.ebay.com/itm/227338499178?_skw=%22Franco+Aleman%22+1st+Bowman+Chrome+auto&hash=item34ee6e346a:g:MFwAAeSwhPFqAMDC,https://www.ebay.com/itm/227338499178?_skw=%22Franco+Aleman%22+1st+Bowman+Chrome+auto&hash=item34ee6e346a:g:MFwAAeSwhPFqAMDC,2022 Bowman Chrome Franco Aleman 1st Bowman Auto CPA-FA Guardians,1,2026-06-01
draft_2022_cameron_weston_r8p227,Cameron Weston,2023,0,2022,8,0,R4-R10,2026,2026-05-28,4,1,,1.0,1.0,RP,RHP,Baltimore Orioles,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2019_ryan_ward_r8p251,Ryan Ward,2020,0,2019,8,0,R4-R10,2026,2026-04-19,43,,3,,,BAT,OF,Los Angeles Dodgers,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_will_dion_r9p276,Will Dion,2022,0,2021,9,0,R4-R10,2026,2026-05-26,6,3,,6.0,2.0,SWG,LHP,Cleveland Indians,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2022_david_sandlin_r11p325,David Sandlin,2023,0,2022,11,0,R11+,2026,2026-05-27,5,1,,6.0,6.0,SP,RHP,Kansas City Royals,2,0,2,28.75,29.0625,29.375,29.375,29.6875,30.0,28.75,https://www.ebay.com/itm/198386241272?_skw=%22David+Sandlin%22+1st+Bowman+Chrome+auto&hash=item2e30bdcef8:g:YZgAAeSwZHVqGIiG,https://www.ebay.com/itm/198386241272?_skw=%22David+Sandlin%22+1st+Bowman+Chrome+auto&hash=item2e30bdcef8:g:YZgAAeSwZHVqGIiG,David Sandlin 2025 Bowman Chrome 1st Auto Autograph White Sox CPA-DSA,1,2026-06-01
draft_2023_rikuu_nishida_r11p329,Rikuu Nishida,2024,0,2023,11,0,R11+,2026,2026-05-25,7,,7,,,BAT,2B,Chicago White Sox,16,0,16,80.0,99.71249999999999,105.75,115.583125,125.0,250.0,80.0,https://www.ebay.com/itm/287366394523?_skw=%22Rikuu+Nishida%22+1st+Bowman+Chrome+auto&hash=item42e85f329b:g:tdkAAeSwRqxqHPUp,https://www.ebay.com/itm/287366394523?_skw=%22Rikuu+Nishida%22+1st+Bowman+Chrome+auto&hash=item42e85f329b:g:tdkAAeSwRqxqHPUp,2024 Bowman Rikuu Nishida #CPA-RN 1st Chrome Auto WHITE SOX 🔥🔥🔥,1,2026-06-01
draft_2019_alec_gamboa_r9p281,Alec Gamboa,2020,0,2019,9,0,R4-R10,2026,2026-05-05,27,1,,1.0,1.0,RP,LHP,Los Angeles Dodgers,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2018_tanner_andrews_r10p297,Tanner Andrews,2019,0,2018,10,0,R4-R10,2026,2026-05-25,7,2,,3.0,1.5,SWG,RHP,Miami Marlins,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2022_brian_fitzpatrick_r10p312,Brian Fitzpatrick,2023,0,2022,10,0,R4-R10,2026,2026-04-29,33,4,,5.67,1.42,RP,LHP,Milwaukee Brewers,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2023_jim_jarvis_r11p320,Jim Jarvis,2024,0,2023,11,0,R11+,2026,2026-05-06,26,,2,,,BAT,SS,Detroit Tigers,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_tj_rumfield_r12p355,T.J. Rumfield,2022,0,2021,12,0,R11+,2026,2026-03-27,66,,57,,,BAT,3B,Philadelphia Phillies,33,1,33,29.95,34.99,39.99,44.02272727272727,44.99,98.99,29.95,https://www.ebay.com/itm/318333005762?_skw=%22TJ+Rumfield%22+1st+Bowman+Chrome+auto&hash=item4a1e202fc2:g:rCkAAeSwnUZqDc5w,https://www.ebay.com/itm/318333005762?_skw=%22TJ+Rumfield%22+1st+Bowman+Chrome+auto&hash=item4a1e202fc2:g:rCkAAeSwnUZqDc5w,2026 Bowman Chrome T.J. Rumfield 1st Bowman Auto Chrome #CPA-TR TJ Rumfield,1,2026-06-01
draft_2021_eduardo_rivera_r11p338,Eduardo Rivera,2022,0,2021,11,0,R11+,2026,2026-04-22,40,1,,3.33,3.33,SP,LHP,Oakland Athletics,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2023_josh_ekness_r12p353,Josh Ekness,2024,0,2023,12,0,R11+,2026,2026-05-03,29,6,,5.33,0.89,RP,P,Miami Marlins,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2023_charles_mcadoo_r13p377,Charles McAdoo,2024,0,2023,13,0,R11+,2026,2026-05-29,3,,2,,,BAT,2B,Pittsburgh Pirates,5,0,5,15.0,19.99,25.0,26.238,31.2,40.0,15.0,https://www.ebay.com/itm/168414641735?_skw=%22Charles+McAdoo%22+1st+Bowman+Chrome+auto&hash=item27364b7e47:g:0WkAAeSw2-NqGmwh,https://www.ebay.com/itm/168414641735?_skw=%22Charles+McAdoo%22+1st+Bowman+Chrome+auto&hash=item27364b7e47:g:0WkAAeSw2-NqGmwh,2025 Bowman 1st Charles McADoo IP Auto Chrome Card,1,2026-06-01
draft_2019_gavin_collyer_r12p355,Gavin Collyer,2020,0,2019,12,0,R11+,2026,2026-04-15,47,18,,17.0,0.94,RP,RHP,Texas Rangers,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2022_cameron_foster_r14p419,Cameron Foster,2023,0,2022,14,0,R11+,2026,2026-04-16,46,6,,9.0,1.5,SWG,RHP,New York Mets,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_tyler_samaniego_r15p433,Tyler Samaniego,2022,0,2021,15,0,R11+,2026,2026-04-08,54,19,,18.33,0.96,RP,LHP,Pittsburgh Pirates,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_jack_anderson_r16p465,Jack Anderson,2022,0,2021,16,0,R11+,2026,2026-04-14,48,3,,8.0,2.67,SP,RHP,Detroit Tigers,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_mike_paredes_r18p549,Mike Paredes,2022,0,2021,18,0,R11+,2026,2026-05-31,1,1,,3.67,3.67,SP,RHP,Minnesota Twins,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2024_tyler_davis_r15p437,Tyler Davis,2025,0,2024,15,0,R11+,2026,2026-04-25,37,15,,17.33,1.16,RP,LHP,Kansas City Royals,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2021_tyler_uberstine_r19p556,Tyler Uberstine,2022,0,2021,19,0,R11+,2026,2026-04-05,57,1,,2.67,2.67,SP,RHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2019_spencer_jones_r31p931,Spencer Jones,2020,0,2019,31,0,R11+,2026,2026-05-08,24,,10,,,BAT,OF,Los Angeles Angels,7,0,7,163.99,219.995,359.99,321.2785714285714,392.495,499.99,163.99,https://www.ebay.com/itm/178126511666?_skw=%22Spencer+Jones%22+1st+Bowman+Chrome+auto&hash=item29792ade32:g:foUAAeSwYudp~0BZ,https://www.ebay.com/itm/178126511666?_skw=%22Spencer+Jones%22+1st+Bowman+Chrome+auto&hash=item29792ade32:g:foUAAeSwYudp~0BZ,2023 Bowman Chrome 1st Mega Spencer Jones RC AUTO PSA 🔥🔥🔥🔥,1,2026-06-01
draft_2022_duncan_davitt_r18p554,Duncan Davitt,2023,0,2022,18,0,R11+,2026,2026-04-10,52,1,,1.0,1.0,RP,RHP,Tampa Bay Rays,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2019_chase_solesky_r21p620,Chase Solesky,2020,0,2019,21,0,R11+,2026,2026-05-18,14,1,,3.0,3.0,SP,RHP,Chicago White Sox,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2019_coleman_crow_r28p841,Coleman Crow,2020,0,2019,28,0,R11+,2026,2026-04-17,45,3,,14.33,4.78,SP,RHP,Los Angeles Angels,0,0,0,,,,,,,,,,,0,2026-06-01
draft_2019_anthony_nunez_r29p863,Anthony Nunez,2020,0,2019,29,0,R11+,2026,2026-03-28,65,27,,27.0,1.0,RP,SS,San Diego Padres,0,0,0,,,,,,,,,,,0,2026-06-01
ifa_678218,Brandon Valenzuela,2018,0,,,1,IFA,2026,2026-04-05,57,,38,,,BAT,C,,10,0,10,15.0,21.99,32.995,31.551,35.0,49.99,15.0,https://www.ebay.com/itm/357533146803?_skw=%22Brandon+Valenzuela%22+1st+Bowman+Chrome+auto&hash=item533ea2deb3:g:SfAAAeSweX1osJP2,https://www.ebay.com/itm/357533146803?_skw=%22Brandon+Valenzuela%22+1st+Bowman+Chrome+auto&hash=item533ea2deb3:g:SfAAAeSweX1osJP2,2022 BOWMAN CHROME BRANDON VALENZUELA #CPA-BV 1ST BOWMAN PROSPECT AUTO PADRES,1,2026-06-01
