player_id,name,card_year,denominator,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,top_listing_url,top_listing_title,has_market,p_MLB_DEBUT,p_ESTABLISHED_MLB,p_ALL_STAR_ONCE,p_ELITE,composite_score,composite_score_raw,grade,percentile,cur_level,is_international,draft_round,draft_pick
ifa_703185,Nelson Rada,2022,99,1,0,1,169.99,169.99,169.99,169.99,169.99,169.99,https://www.ebay.com/itm/236541872086?_skw=%22Nelson+Rada%22+1st+Bowman+Chrome+auto&hash=item3712fe87d6:g:AH0AAeSwlj1pSgEC,Nelson Rada 2023 Bowman Chrome 1st Auto Green Refractor /99 Angels,1,0.844,0.8158,,,3.61,4.259,A+,0.9995,AAA,1,,
ifa_703185,Nelson Rada,2022,499,6,0,6,99.99,150.0,150.0,153.33166666666668,150.0,220.0,https://www.ebay.com/itm/236541872321?_skw=%22Nelson+Rada%22+1st+Bowman+Chrome+auto&hash=item3712fe88c1:g:66IAAeSwK2JpSgEh,Nelson Rada 2023 Bowman Chrome 1st Auto Refractor Auto /499 Angels,1,0.844,0.8158,,,3.61,4.259,A+,0.9995,AAA,1,,
ifa_800325,Luis Lara,2022,0,24,0,24,14.99,74.99,87.5,112.7025,157.2425,274.99,https://www.ebay.com/itm/205482332564?_skw=%22Luis+Lara%22+1st+Bowman+Chrome+auto&hash=item2fd7b39194:g:~GQAAOSwGu9l4rsX,Luis Lara 2023 Bowman Chrome AUTO IP SIGNED ROOKIE 1ST BREWERS #100 (QTY),1,0.9362,0.8303,,,3.683,4.167,A+,0.9994,AAA,1,,
ifa_800325,Luis Lara,2022,99,0,0,0,,,,,,,,,0,0.9362,0.8303,,,3.683,4.167,A+,0.9994,AAA,1,,
ifa_800325,Luis Lara,2022,499,0,0,0,,,,,,,,,0,0.9362,0.8303,,,3.683,4.167,A+,0.9994,AAA,1,,
draft_2018_frainyer_chavez_r22p659,Frainyer Chavez,2019,0,0,0,0,,,,,,,,,0,0.3893,0.2295,,,1.762,3.563,A+,0.9992,AA,0,22,659
draft_2018_frainyer_chavez_r22p659,Frainyer Chavez,2019,99,0,0,0,,,,,,,,,0,0.3893,0.2295,,,1.762,3.563,A+,0.9992,AA,0,22,659
draft_2018_frainyer_chavez_r22p659,Frainyer Chavez,2019,499,0,0,0,,,,,,,,,0,0.3893,0.2295,,,1.762,3.563,A+,0.9992,AA,0,22,659
draft_2022_druw_jones_r1p2,Druw Jones,2023,0,32,0,32,8.49,19.99,29.994999999999997,57.943125,85.7475,199.99,https://www.ebay.com/itm/257086704395?_skw=%22Druw+Jones%22+1st+Bowman+Chrome+auto&hash=item3bdb8fcb0b:g:k1sAAeSwc99pOjQf,2023 Bowman Druw Jones 1st Bowman Non-Chrome Auto Signed IP D-Backs BP-25,1,0.3246,0.2377,,,2.186,3.43,A+,0.9991,AA,0,1,2
draft_2022_druw_jones_r1p2,Druw Jones,2023,99,3,0,3,185.0,192.5,200.0,211.66333333333333,224.995,249.99,https://www.ebay.com/itm/389789849514?_skw=%22Druw+Jones%22+1st+Bowman+Chrome+auto&hash=item5ac14917aa:g:tp4AAeSwwQ1pWoCY,2023 Druw Jones 1st Bowman Chrome Auto #/99 CPA-DJ,1,0.3246,0.2377,,,2.186,3.43,A+,0.9991,AA,0,1,2
draft_2022_druw_jones_r1p2,Druw Jones,2023,499,4,0,4,97.5,99.36749999999999,159.085,162.335,222.05249999999998,233.67,https://www.ebay.com/itm/326920086216?_skw=%22Druw+Jones%22+1st+Bowman+Chrome+auto&hash=item4c1df4a2c8:g:XVgAAeSw4GxpRd2V,DRUW JONES 2023 Bowman Chrome 1st Edition Prospect Refractor Auto /499 #CPA-DJ,1,0.3246,0.2377,,,2.186,3.43,A+,0.9991,AA,0,1,2
draft_2025_kade_anderson_r1p3,Kade Anderson,2026,0,20,0,20,125.0,223.5,274.995,277.892,299.9925,500.0,https://www.ebay.com/itm/336569339630?_skw=%22Kade+Anderson%22+1st+Bowman+Chrome+auto&hash=item4e5d188eee:g:Vv8AAeSwM4hp-hUt,2025 Bowman Chrome 1st Draft Kade Anderson IP Auto  #BDC-3 Mariners,1,0.7324,0.3254,,,2.537,3.401,A+,0.9989,AA,0,1,3
draft_2025_kade_anderson_r1p3,Kade Anderson,2026,99,3,0,3,749.99,749.995,750.0,766.66,774.995,799.99,https://www.ebay.com/itm/336408256517?_skw=%22Kade+Anderson%22+1st+Bowman+Chrome+auto&hash=item4e537ea005:g:J3wAAeSw5M9peFoe,2025 Bowman Draft⚾️Kade Anderson 1st Bowman Chrome Auto Green #/99💥Mariners💥,1,0.7324,0.3254,,,2.537,3.401,A+,0.9989,AA,0,1,3
draft_2025_kade_anderson_r1p3,Kade Anderson,2026,499,4,0,4,400.0,418.75,437.5,443.7475,462.4975,499.99,https://www.ebay.com/itm/168377851170?_skw=%22Kade+Anderson%22+1st+Bowman+Chrome+auto&hash=item27341a1d22:g:sEoAAeSwLy1pbGN-,2025 Bowman Draft Chrome Kade Anderson 1st Auto /499 Mariners CPA-KA ,1,0.7324,0.3254,,,2.537,3.401,A+,0.9989,AA,0,1,3
draft_2022_david_sandlin_r11p325,David Sandlin,2023,0,6,0,6,6.5,8.865,10.495000000000001,11.308333333333334,13.25,17.87,https://www.ebay.com/itm/406693309418?_skw=%22David+Sandlin%22+1st+Bowman+Chrome+auto&hash=item5eb0cf6bea:g:y18AAeSwHTRpjfU6,2025 Bowman Chrome David Sandlin Auto 1st Bowman CPA-DSA,1,0.598,0.4149,,,1.992,3.22,A+,0.9988,AAA,0,11,325
draft_2022_david_sandlin_r11p325,David Sandlin,2023,99,1,0,1,49.95,49.95,49.95,49.95,49.95,49.95,https://www.ebay.com/itm/306546560606?_skw=%22David+Sandlin%22+1st+Bowman+Chrome+auto&hash=item475f994e5e:g:V~EAAeSwnqBo7C8c,2025 Bowman Chrome David Sandlin 1st Prospect Auto Green Refractor /99 Red Sox,1,0.598,0.4149,,,1.992,3.22,A+,0.9988,AAA,0,11,325
draft_2022_david_sandlin_r11p325,David Sandlin,2023,499,7,0,7,15.0,18.494999999999997,19.99,24.99,26.48,49.99,https://www.ebay.com/itm/206126836724?_skw=%22David+Sandlin%22+1st+Bowman+Chrome+auto&hash=item2ffe1debf4:g:ZvEAAeSwmeNpsN8n,2025 Bowman Chrome 1st David Sandlin Refractor Auto 313/499,1,0.598,0.4149,,,1.992,3.22,A+,0.9988,AAA,0,11,325
draft_2021_joshua_baez_r2p54,Joshua Baez,2022,0,9,0,9,24.99,95.0,149.99,214.32888888888888,160.0,995.0,https://www.ebay.com/itm/377162872898?_skw=%22Joshua+Baez%22+1st+Bowman+Chrome+auto&hash=item57d0a8b842:g:e8wAAeSw13Zp-VzL,2022 Signed IP 1st Bowman Chrome Joshua Baez Auto #BCP-112 Cardinals Prospect,1,0.9681,0.2926,,,2.685,3.14,A+,0.9986,AAA,0,2,54
draft_2021_joshua_baez_r2p54,Joshua Baez,2022,99,4,0,4,299.99,299.99,299.995,374.9925,374.9975,599.99,https://www.ebay.com/itm/227293700117?_skw=%22Joshua+Baez%22+1st+Bowman+Chrome+auto&hash=item34ebc2a015:g:iBgAAeSwkXBp19fZ,2022 Bowman Chrome Joshua Baez 1st Prospect Green Refractor RC Auto /99,1,0.9681,0.2926,,,2.685,3.14,A+,0.9986,AAA,0,2,54
draft_2021_joshua_baez_r2p54,Joshua Baez,2022,499,7,0,7,179.99,191.985,218.17,269.5842857142857,327.485,449.99,https://www.ebay.com/itm/267643229076?_skw=%22Joshua+Baez%22+1st+Bowman+Chrome+auto&hash=item3e50c79394:g:rN4AAeSw8Jdpyfpe,2022 Bowman Chrome 1st Refractor Auto Joshua Baez 069/499,1,0.9681,0.2926,,,2.685,3.14,A+,0.9986,AAA,0,2,54
draft_2023_lucas_braun_r6p189,Lucas Braun,2024,0,0,0,0,,,,,,,,,0,0.5092,0.3944,,,1.964,3.04,A+,0.9985,AAA,0,6,189
draft_2023_lucas_braun_r6p189,Lucas Braun,2024,99,0,0,0,,,,,,,,,0,0.5092,0.3944,,,1.964,3.04,A+,0.9985,AAA,0,6,189
draft_2023_lucas_braun_r6p189,Lucas Braun,2024,499,0,0,0,,,,,,,,,0,0.5092,0.3944,,,1.964,3.04,A+,0.9985,AAA,0,6,189
ifa_823787,Rainiel Rodriguez,2024,0,20,0,20,40.0,127.9975,149.99,187.493,174.99,499.99,https://www.ebay.com/itm/358549025257?_skw=%22Rainiel+Rodriguez%22+1st+Bowman+Chrome+auto&hash=item537b2ff1e9:g:Dl8AAeSwkuZqA3-2,Rainiel Rodriguez Cardinals 1st Bowman Chrome laser ref IP auto signed card,1,0.595,0.2129,,,2.222,2.769,A+,0.9983,AA,1,,
ifa_823787,Rainiel Rodriguez,2024,99,7,0,7,329.0,362.495,449.99,464.13714285714286,547.495,649.99,https://www.ebay.com/itm/198279060243?_skw=%22Rainiel+Rodriguez%22+1st+Bowman+Chrome+auto&hash=item2e2a5a5b13:g:ji0AAeSwWlNp3TX6,2025 BOWMAN CHROME 1st Auto #CPARR RAINIEL RODRIGUEZ Green Reptilian /99 PSA 8,1,0.595,0.2129,,,2.222,2.769,A+,0.9983,AA,1,,
ifa_823787,Rainiel Rodriguez,2024,499,0,0,0,,,,,,,,,0,0.595,0.2129,,,2.222,2.769,A+,0.9983,AA,1,,
ifa_699013,Esmerlyn Valdez,2021,0,21,0,21,45.0,59.99,69.99,73.94380952380952,89.99,125.0,https://www.ebay.com/itm/147301856684?_skw=%22Esmerlyn+Valdez%22+1st+Bowman+Chrome+auto&hash=item224bdff5ac:g:udsAAeSwFU1p~ncU,2024 Bowman - Esmerlyn Valdez 1st Chrome Auto ,1,0.7674,0.3353,,,1.979,2.758,A+,0.9982,AAA,1,,
ifa_699013,Esmerlyn Valdez,2021,99,11,0,11,140.0,299.99,600.0,644.7236363636364,949.5,1299.0,https://www.ebay.com/itm/397867092256?_skw=%22Esmerlyn+Valdez%22+1st+Bowman+Chrome+auto&hash=item5ca2ba0920:g:rOgAAeSwhANp6EyP,2024 Bowman Chrome 1st Esmerlyn Valdez Auto /99 Green Lava Refractor CPA-EV,1,0.7674,0.3353,,,1.979,2.758,A+,0.9982,AAA,1,,
ifa_699013,Esmerlyn Valdez,2021,499,1,0,1,99.99,99.99,99.99,99.99,99.99,99.99,https://www.ebay.com/itm/358490642986?_skw=%22Esmerlyn+Valdez%22+1st+Bowman+Chrome+auto&hash=item5377b51a2a:g:50sAAeSwuYNp7pfU,2024 Bowman - Esmerlyn Valdez 1st Chrome Refractor Auto /499 - #CPAEV - Pirates,1,0.7674,0.3353,,,1.979,2.758,A+,0.9982,AAA,1,,
ifa_808265,Franklin Arias,2023,0,2,0,2,149.99,166.115,182.24,182.24,198.365,214.49,https://www.ebay.com/itm/336586033055?_skw=%22Franklin+Arias%22+1st+Bowman+Chrome+auto&hash=item4e5e17479f:g:BjcAAeSwX8Rp8Vdu,Franklin Arias 1st Bowman Auto 2025 Bowman Chrome Prospects CPA-FA Boston,1,0.6249,0.2898,,,2.112,2.711,A+,0.998,AA,1,,
ifa_808265,Franklin Arias,2023,99,4,0,4,429.99,444.9975,674.995,1069.995,1299.9925,2500.0,https://www.ebay.com/itm/117195827755?_skw=%22Franklin+Arias%22+1st+Bowman+Chrome+auto&hash=item1b496a6a2b:g:jSwAAeSwqOdqBoGW,2025 Bowman Chrome Franklin Arias 1st Green Grass Auto #'d /99 - PSA 9,1,0.6249,0.2898,,,2.112,2.711,A+,0.998,AA,1,,
ifa_808265,Franklin Arias,2023,499,4,0,4,350.0,368.75,425.0,424.9975,481.2475,499.99,https://www.ebay.com/itm/389937613400?_skw=%22Franklin+Arias%22+1st+Bowman+Chrome+auto&hash=item5aca17ca58:g:XlkAAeSwWz1p7QqD,2025 Bowman Chrome Franklin Arias 1st Refractor Auto /499 PSA 9 Boston Red Sox,1,0.6249,0.2898,,,2.112,2.711,A+,0.998,AA,1,,
draft_2023_tommy_troy_r1p12,Tommy Troy,2024,0,25,0,25,19.99,30.0,50.0,82.1356,125.0,325.0,https://www.ebay.com/itm/389758782067?_skw=%22Tommy+Troy%22+1st+Bowman+Chrome+auto&hash=item5abf6f0a73:g:o9wAAeSwezhpuIwa,Tommy Troy 2023 1st Bowman Chrome IN PERSON Auto #BDC-103 Refractor D-Backs,1,0.8962,0.1699,,,2.295,2.482,A+,0.9978,AAA,0,1,12
draft_2023_tommy_troy_r1p12,Tommy Troy,2024,99,2,0,2,134.99,176.24,217.49,217.49,258.74,299.99,https://www.ebay.com/itm/117177756233?_skw=%22Tommy+Troy%22+1st+Bowman+Chrome+auto&hash=item1b4856aa49:g:1AEAAeSwdDdpqedG,2023 Bowman Draft Chrome 1st Green Tommy Troy Auto /99 Arizona Diamondbacks,1,0.8962,0.1699,,,2.295,2.482,A+,0.9978,AAA,0,1,12
draft_2023_tommy_troy_r1p12,Tommy Troy,2024,499,2,0,2,45.0,47.03,49.06,49.06,51.089999999999996,53.12,https://www.ebay.com/itm/127862005056?_skw=%22Tommy+Troy%22+1st+Bowman+Chrome+auto&hash=item1dc52b5d40:g:184AAeSwyWlqA~H-,2023 Bowman Draft Chrome Prospect #CDA-TT Tommy Troy 1st Auto /499 Refractor,1,0.8962,0.1699,,,2.295,2.482,A+,0.9978,AAA,0,1,12
ifa_703186,Jarlin Susana,2022,0,5,0,5,67.0,69.99,78.5,133.096,150.0,299.99,https://www.ebay.com/itm/257463339052?_skw=%22Jarlin+Susana%22+1st+Bowman+Chrome+auto&hash=item3bf202c82c:g:XiQAAeSw8P5p4-5b,2022 Bowman Chrome Jarlin Susana Base Auto 1st CPA-JSA,1,0.663,0.1986,,,2.159,2.48,A+,0.9977,AA,1,,
ifa_703186,Jarlin Susana,2022,99,4,0,4,160.0,166.7425,175.405,202.7,211.3625,299.99,https://www.ebay.com/itm/157272072050?_skw=%22Jarlin+Susana%22+1st+Bowman+Chrome+auto&hash=item249e255f72:g:K-cAAeSw4UporRyu,2022 Bowman Chrome Jarlin Susana 1st Bowman Green Auto /99 - READ,1,0.663,0.1986,,,2.159,2.48,A+,0.9977,AA,1,,
ifa_703186,Jarlin Susana,2022,499,4,0,4,99.99,107.49,117.47,114.97,124.95,124.95,https://www.ebay.com/itm/117022688658?_skw=%22Jarlin+Susana%22+1st+Bowman+Chrome+auto&hash=item1b3f188592:g:cAQAAeSwdDBpJ5tn,2022 (1ST) Bowman Chrome JARLIN SUSANA Auto REFRACTOR Rookie RC #’D 203/499,1,0.663,0.1986,,,2.159,2.48,A+,0.9977,AA,1,,
ifa_800306,Jansel Luis,2022,0,12,0,12,10.0,19.99,20.5,23.065833333333334,26.2475,40.0,https://www.ebay.com/itm/206251753185?_skw=%22Jansel+Luis%22+1st+Bowman+Chrome+auto&hash=item30058ffee1:g:M5MAAeSwur5p-LKZ,JANSEL LUIS 2025 BOWMAN CHROME 1ST AUTOGRAPH DIAMONDBACKS AUTO CPA-JLU,1,0.497,0.3395,,,1.66,2.477,A+,0.9975,AA,1,,
ifa_800306,Jansel Luis,2022,99,5,0,5,44.99,50.0,99.99,93.992,104.99,169.99,https://www.ebay.com/itm/377172736970?_skw=%22Jansel+Luis%22+1st+Bowman+Chrome+auto&hash=item57d13f3bca:g:xtMAAeSw4ABp~0Hm,Jansel Luis 2025 Bowman Chrome 1st Auto Green Reptilian Refractor /99,1,0.497,0.3395,,,1.66,2.477,A+,0.9975,AA,1,,
ifa_800306,Jansel Luis,2022,499,2,0,2,49.95,54.83500000000001,59.72,59.72,64.60499999999999,69.49,https://www.ebay.com/itm/336569014177?_skw=%22Jansel+Luis%22+1st+Bowman+Chrome+auto&hash=item4e5d1397a1:g:Ck4AAOSw4shoHL3U,2025 Bowman Chrome Jansel Luis 1st Auto Refractor 228/499 SP Diamondbacks,1,0.497,0.3395,,,1.66,2.477,A+,0.9975,AA,1,,
draft_2023_walker_jenkins_r1p5,Walker Jenkins,2024,0,24,0,24,99.99,164.99,290.0,341.40625,499.2475,750.0,https://www.ebay.com/itm/376688241704?_skw=%22Walker+Jenkins%22+1st+Bowman+Chrome+auto&hash=item57b45e6c28:g:Fn8AAeSwKTVpEnT3,2024 Bowman Chrome Prospects Walker Jenkins Chrome Auto 1st PSA Twins #BCP-43,1,0.8194,0.2552,,,2.108,2.439,A+,0.9974,AAA,0,1,5
draft_2023_walker_jenkins_r1p5,Walker Jenkins,2024,99,3,0,3,500.0,549.995,599.99,633.3266666666667,699.99,799.99,https://www.ebay.com/itm/205638130059?_skw=%22Walker+Jenkins%22+1st+Bowman+Chrome+auto&hash=item2fe0fcd98b:g:7WQAAeSwm3FohdvI,Walker Jenkins 2024 Bowman 1st Chrome Green Shimmer Auto RC#CPA-WJ SP /99 Twins,1,0.8194,0.2552,,,2.108,2.439,A+,0.9974,AAA,0,1,5
draft_2023_walker_jenkins_r1p5,Walker Jenkins,2024,499,3,0,3,395.0,597.495,799.99,681.6633333333333,824.995,850.0,https://www.ebay.com/itm/397928070241?_skw=%22Walker+Jenkins%22+1st+Bowman+Chrome+auto&hash=item5ca65c7c61:g:ZoIAAeSwwilp~qf7,2024 Bowman Chrome 1st Auto Walker Jenkins #CPA-WJ Refractor /499 PSA 9 Twins,1,0.8194,0.2552,,,2.108,2.439,A+,0.9974,AAA,0,1,5
draft_2023_jacob_gonzalez_r1p15,Jacob Gonzalez,2024,0,20,0,20,22.0,27.4925,41.0,47.867,54.879999999999995,109.99,https://www.ebay.com/itm/800026809153?_skw=%22Jacob+Gonzalez%22+1st+Bowman+Chrome+auto&hash=itemba45505341:g:FZ4AAeSw44JqCGVb,Jacob Gonzalez 2023 1st Bowman Chrome Prospect Auto White Sox RC Signed Rookie,1,0.9105,0.2498,,,2.066,2.394,A+,0.9972,AAA,0,1,15
draft_2023_jacob_gonzalez_r1p15,Jacob Gonzalez,2024,99,3,0,3,299.99,314.99,329.99,319.99,329.99,329.99,https://www.ebay.com/itm/327145451343?_skw=%22Jacob+Gonzalez%22+1st+Bowman+Chrome+auto&hash=item4c2b636f4f:g:vgsAAeSwNIpp~K-a,2023 Bowman Draft Sapphire Jacob Gonzalez 1st Chrome Green Auto /99 PSA 10,1,0.9105,0.2498,,,2.066,2.394,A+,0.9972,AAA,0,1,15
draft_2023_jacob_gonzalez_r1p15,Jacob Gonzalez,2024,499,1,0,1,29.99,29.99,29.99,29.99,29.99,29.99,https://www.ebay.com/itm/318281391739?_skw=%22Jacob+Gonzalez%22+1st+Bowman+Chrome+auto&hash=item4a1b0c9e7b:g:qxsAAeSwSQRqANkS,2023 1st Bowman Chrome Jacob Gonzalez Refractor Auto #275/499,1,0.9105,0.2498,,,2.066,2.394,A+,0.9972,AAA,0,1,15
draft_2023_colt_emerson_r1p22,Colt Emerson,2024,0,19,0,19,54.99,54.99,69.99,69.9378947368421,69.99,159.0,https://www.ebay.com/itm/366368203589?_skw=%22Colt+Emerson%22+1st+Bowman+Chrome+auto&hash=item554d3f2345:g:J9QAAeSwl5xp7Bkm,Colt Emerson Seattle Mariners Auto Signed 2023 Bowman Draft 1st Chrome,1,0.8949,0.2399,,,2.232,2.357,A+,0.9971,AAA,0,1,22
draft_2023_colt_emerson_r1p22,Colt Emerson,2024,99,3,0,3,515.0,582.5,650.0,620.0,672.5,695.0,https://www.ebay.com/itm/178075973288?_skw=%22Colt+Emerson%22+1st+Bowman+Chrome+auto&hash=item297627b6a8:g:8d4AAeSw0lZp2qVY,COLT EMERSON 2023 TOPPS BOWMAN CHROME 1ST GREEN SP ROOKIE RC AUTO # 70/99 READ!,1,0.8949,0.2399,,,2.232,2.357,A+,0.9971,AAA,0,1,22
draft_2023_colt_emerson_r1p22,Colt Emerson,2024,499,6,0,6,420.0,549.2475,699.99,861.4966666666667,1187.4975,1500.0,https://www.ebay.com/itm/306918373671?_skw=%22Colt+Emerson%22+1st+Bowman+Chrome+auto&hash=item4775c2b927:g:djoAAeSwKE5p-Q9J,COLT EMERSON 2023 Bowman Chrome Draft Refractor Auto Autograph /499 1st,1,0.8949,0.2399,,,2.232,2.357,A+,0.9971,AAA,0,1,22
ifa_699393,Pedro Ramírez,2021,0,0,0,0,,,,,,,,,0,0.7802,0.2802,,,1.84,2.277,A+,0.9969,AAA,1,,
ifa_699393,Pedro Ramírez,2021,99,0,0,0,,,,,,,,,0,0.7802,0.2802,,,1.84,2.277,A+,0.9969,AAA,1,,
ifa_699393,Pedro Ramírez,2021,499,0,0,0,,,,,,,,,0,0.7802,0.2802,,,1.84,2.277,A+,0.9969,AAA,1,,
draft_2024_hagen_smith_r1p5,Hagen Smith,2025,0,15,0,15,49.98,76.995,99.99,115.19066666666667,132.495,249.99,https://www.ebay.com/itm/406787700711?_skw=%22Hagen+Smith%22+1st+Bowman+Chrome+auto&hash=item5eb66fb7e7:g:iOYAAeSwsgtpva5E,Hagen Smith Autographed 2024 1st Bowman Chrome Refractor Chicago White Sox Auto,1,0.9417,0.219,,,2.131,2.155,A+,0.9968,AAA,0,1,5
draft_2024_hagen_smith_r1p5,Hagen Smith,2025,99,5,0,5,75.0,199.99,250.03,275.0,299.99,549.99,https://www.ebay.com/itm/227222455026?_skw=%22Hagen+Smith%22+1st+Bowman+Chrome+auto&hash=item34e78382f2:g:dk0AAeSwP9hplgL1,2024 Bowman Draft Night Auto /99 Hagen Smith 1st Chrome #BDNA-HS White Sox,1,0.9417,0.219,,,2.131,2.155,A+,0.9968,AAA,0,1,5
draft_2024_hagen_smith_r1p5,Hagen Smith,2025,499,4,0,4,88.0,96.97749999999999,117.48,125.49000000000001,145.9925,179.0,https://www.ebay.com/itm/117088153839?_skw=%22Hagen+Smith%22+1st+Bowman+Chrome+auto&hash=item1b42ff70ef:g:UqYAAeSwR09ptdgN,Hagen Smith 2024 Rc Auto Bowman Chrome Autograph Refractor 1st Rookie /499 ⚾️,1,0.9417,0.219,,,2.131,2.155,A+,0.9968,AAA,0,1,5
draft_2022_jacob_berry_r1p6,Jacob Berry,2023,0,23,0,23,3.0,18.47,24.99,42.33913043478261,50.0,149.95,https://www.ebay.com/itm/147002639740?_skw=%22Jacob+Berry%22+1st+Bowman+Chrome+auto&hash=item223a0a457c:g:3gkAAeSwzBhpLkdl,2023 Bowman Chrome Mojo Refractor Jacob Berry 1st RC Rookie Card Signed IP Auto,1,0.9108,0.2176,,,1.946,2.144,A+,0.9966,AAA,0,1,6
draft_2022_jacob_berry_r1p6,Jacob Berry,2023,99,1,0,1,199.88,199.88,199.88,199.88,199.88,199.88,https://www.ebay.com/itm/185930360647?_skw=%22Jacob+Berry%22+1st+Bowman+Chrome+auto&hash=item2b4a502747:g:n4UAAOSw-XFkf6XA,2023 Bowman CHROME 1st AUTO Jacob Berry - Miami Marlins green shimmer /99 SSP!,1,0.9108,0.2176,,,1.946,2.144,A+,0.9966,AAA,0,1,6
draft_2022_jacob_berry_r1p6,Jacob Berry,2023,499,8,0,8,59.99,90.99249999999999,120.0,140.37125,169.9925,299.0,https://www.ebay.com/itm/298268848062?_skw=%22Jacob+Berry%22+1st+Bowman+Chrome+auto&hash=item4572356fbe:g:d9MAAeSwNBlp8FQp,2023 BOWMAN 1ST EDITION CHROME AUTOS REFRACTOR JACOB BERRY 322/499 PSA 9 AUTO,1,0.9108,0.2176,,,1.946,2.144,A+,0.9966,AAA,0,1,6
draft_2024_kaelen_culpepper_r1p21,Kaelen Culpepper,2025,0,11,0,11,49.99,62.475,74.99,84.60181818181817,92.495,150.0,https://www.ebay.com/itm/137308418061?_skw=%22Kaelen+Culpepper%22+1st+Bowman+Chrome+auto&hash=item1ff838300d:g:ayAAAeSwzmBqBSbp,Kaelen Culpepper 1st 2024 Bowman Draft Chrome Auto #CPA-KC Minnesota Twins,1,0.9615,0.1882,,,2.229,2.076,A+,0.9965,AAA,0,1,21
