name,key_mlbam,key_fangraphs,age,year,primary_position,eta,report,Arm,Changeup,Control,Curveball,Cutter,Fastball,Field,Hit,Power,Run,Slider,Splitter,source,birthdate,mlb_played_first,debut_age,label,text
Austin Kubitza,592477,0,22.1,2014,RHP,2016,"A seventh-round pick by the Pirates out of a Texas high school in 2010, Kubitza opted to attend Rice instead. He ranked seventh in NCAA Division I with 11.0 strikeouts per nine innings in 2013 -- one spot ahead of No. 1 overall pick Mark Appel -- but Kubitza lasted until the fourth round because scouts were concerned that his over-reliance on his slider had sapped his velocity.Kubitza's slider still is his best pitch, a mid-80s breaker with a lot of bite. The Tigers are calling for his slider a lot less than Rice did, and his fastball has perked up. He's working in the low 90s with good sink that induces a lot of groundouts.The brother of Braves third-base prospect Kyle Kubitza, Austin has a rudimentary changeup. He shows the control and command to remain in the rotation, though some scouts worry that his crossfire delivery puts too much stress on his shoulder and believe he'd last longer as a sinker/slider reliever.",0,40,50,0,0,55,0,0,0,0,60,0,mlbam,1991-11-16,0,0.0,0,"A seventh-round pick by the ORGANIZATION out of a GPE high school in 2010, PERSON opted to attend PERSON instead. He ranked seventh in ORGANIZATION Division I with 11.0 strikeouts per nine innings in 2013 -- one spot ahead of GPE. 1 overall pick PERSON -- but PERSON lasted until the fourth round because scouts were concerned that his over-reliance on his slider had sapped his velocity.PERSON's slider still is his best pitch, a mid-80s breaker with a lot of bite. The ORGANIZATION are calling for his slider a lot less than PERSON did, and his fastball has perked up. He's working in the low 90s with good sink that induces a lot of groundouts.The brother of ORGANIZATION third-base prospect PERSON, PERSON has a rudimentary changeup. He shows the control and command to remain in the rotation, though some scouts worry that his crossfire delivery puts too much stress on his shoulder and believe he'd last longer as a sinker/slider reliever."
Austin Maddox,545348,14241,25.6,2017,RHP,2017,"Like Brian Johnson, Maddox was a two-way player at Florida who came to the Red Sox in the 2012 Draft. Though he hit 17 homers as a Gators freshman, it was apparent his future was on the mound by the time he signed for $350,000 as a third-rounder. After posting a 5.63 ERA in his first full pro season and missing much of the next two for off-field reasons, he has improved significantly in the last two years made his big league debut in June.Maddox's fastball usually operates at 92-95 mph and tops out at 97, and he averaged 96 mph in his first two brief stints with Boston. He's unusual for a hard-throwing reliever in that he uses his changeup as his primary secondary pitch. It's a mid-80s weapon with splitter action that keeps left-handers in check.Maddox's slider isn't as effective as his fastball and changeup. His control has regressed a bit as he has started throwing harder over the last two years, and he'll have to deliver more strikes to claim a permanent role in Boston. He's a potential seventh-inning option.",0,55,50,0,0,60,0,0,0,0,45,0,mlbam,1991-05-13,2017,25.66,0,"Like PERSON, PERSON was a two-way player at GSP who came to the ORGANIZATION in the 2012 Draft. Though he hit 17 homers as a Gators freshman, it was apparent his future was on the mound by the time he signed for $350,000 as a third-rounder. After posting a 5.63 ERA in his first full pro season and missing much of the next two for off-field reasons, he has improved significantly in the last two years made his big league debut in June.PERSON's fastball usually operates at 92-95 mph and tops out at 97, and he averaged 96 mph in his first two brief stints with GPE. He's unusual for a hard-throwing reliever in that he uses his changeup as his primary secondary pitch. It's a mid-80s weapon with splitter action that keeps left-handers in check.PERSON's slider isn't as effective as his fastball and changeup. His control has regressed a bit as he has started throwing harder over the last two years, and he'll have to deliver more strikes to claim a permanent role in GPE. He's a potential seventh-inning option."
Austin Martin,martin_austin,0,17.8,2017,SS,0,"PDP Premier Event: Jan. 28, 2017 - Bradenton, Fla.Favorite MLB Team: New York YankeesFavorite MLB Player: Derek JeterMartin was a member of USA Baseball's 2014 15U National Team that was 9-1 over the course of the summer. The middle infielder was one of the top players on the roster, as he hit .533, drove in five runs and had only two strikeouts in 15 at-bats. Martin has earned a 2015 Underclass High Honorable Mention, a 2016 Underclass High Honorable Mention and a 2016 Underclass Honorable Mention while also making the All-Tournament Team at the 2016 WWBA Florida Qualifier with the Coastal Prospects 17U squads. Martin is a live-bodied middle infielder with a scrappy approach. In the field, his glove and arm project as solid Major League tools and he has a legitimate chance to stick at the shortstop position.At the plate, Martin also looks like a solid prospect. He has a level stroke with a knack for putting the bat on the ball. He sprays the field with line drives and has the speed to stretch defenses and pile up extra bases. Scouts were also impressed with his energy and his ""baseball know-how.""",0,0,0,0,0,0,0,0,0,0,0,0,mlbam,1899-12-30,0,0.0,0,"ORGANIZATION Premier Event: Jan. 28, 2017 - PERSON, Fla.Favorite MLB Team: GPE ORGANIZATION MLB Player: PERSON was a member of ORGANIZATION's 2014 15U ORGANIZATION that was 9-1 over the course of the summer. The middle infielder was one of the top players on the roster, as he hit .533, drove in five runs and had only two strikeouts in 15 at-bats. PERSON has earned a 2015 ORGANIZATION, a 2016 ORGANIZATION and a 2016 ORGANIZATION while also making the All-Tournament Team at the 2016 ORGANIZATION Qualifier with the ORGANIZATION Prospects 17U squads. PERSON is a live-bodied middle infielder with a scrappy approach. In the field, his glove and arm project as solid Major League tools and he has a legitimate chance to stick at the shortstop position.At the plate, PERSON also looks like a solid prospect. He has a level stroke with a knack for putting the bat on the ball. He sprays the field with line drives and has the speed to stretch defenses and pile up extra bases. PERSON were also impressed with his energy and his ""baseball know-how."""
Austin Meadows,640457,15672,21.7,2017,OF,2018,"Since being a top 10 pick back in 2013, Meadows' pro career has been one of contradiction. On the one hand, the toolsy outfielder has had trouble staying healthy, with hamstring issues, a broken orbital bone and an oblique injury that prevented him from going to the Arizona Fall League in 2016, all keeping him off the field. At the same time, the Georgia native reached Triple-A at age 21, which is well ahead of the curve.The main reason Meadows has been able to move so quickly despite the interruptions has been his advanced approach at the plate and his innate ability to hit for average regardless of time away. He has a very smooth left-handed swing, one that has largely featured a hit-first approach, though the power started to show up a bit more in 2016. He draws walks and does not strike out a ton, though he struggled a bit in Triple-A for the first time. Meadows' reads and routes in center field have improved, and he should be an outstanding defender there with an accurate, albeit slightly below-average, arm.Part of the reason rumors spread about the Pirates' willingness to trade Andrew McCutchen during last offseason was because Meadows is nearly ready, though repeated hamstring issues in 2017 kept him from banging down that door.",40,0,0,0,0,0,60,60,50,60,0,0,mlbam,1995-05-03,2018,22.68,1,"Since being a top 10 pick back in 2013, PERSON' pro career has been one of contradiction. On the one hand, the toolsy outfielder has had trouble staying healthy, with hamstring issues, a broken orbital bone and an oblique injury that prevented him from going to the ORGANIZATION in 2016, all keeping him off the field. At the same time, the GPE native reached Triple-A at age 21, which is well ahead of the curve.The main reason PERSON has been able to move so quickly despite the interruptions has been his advanced approach at the plate and his innate ability to hit for average regardless of time away. He has a very smooth left-handed swing, one that has largely featured a hit-first approach, though the power started to show up a bit more in 2016. He draws walks and does not strike out a ton, though he struggled a bit in Triple-A for the first time. PERSON' reads and routes in center field have improved, and he should be an outstanding defender there with an accurate, albeit slightly below-average, arm.Part of the reason rumors spread about the ORGANIZATION' willingness to trade PERSON during last offseason was because PERSON is nearly ready, though repeated hamstring issues in 2017 kept him from banging down that door."
Austin Meadows,640457,15672,18.7,2014,OF,2017,"The top two high school position players in the 2013 Draft class were Meadows and Clint Frazier, Meadows' friend and crosstown rival from Loganville, Ga. While the Indians selected Frazier with the fifth overall pick and Meadows going to Pittsburgh at No. 9 overall, the debate over which Georgia outfielder is better continues to rage.Meadows looked excellent in his professional debut, showing off the five-tool potential scouts saw from him as an amateur. But Meadows missed three months of the 2014 season with hamstring issues. He has a smooth left-handed swing and an advanced approach at the plate. Meadows' swing is more geared to produce line drives to all fields, but he projects to develop above-average power as he matures.Meadows has plus speed and uses it well in the outfield. He is a center fielder now and has a good chance to stay there, despite being considered big for his age.",40,0,0,0,0,0,60,60,55,65,0,0,mlbam,1995-05-03,2018,22.68,1,"The top two high school position players in the 2013 Draft class were PERSON and PERSON, PERSON' friend and crosstown rival from GPE, GPE. While the GPE selected PERSON with the fifth overall pick and PERSON going to PERSON at ORGANIZATION. 9 overall, the debate over which GPE outfielder is better continues to rage.PERSON looked excellent in his professional debut, showing off the five-tool potential scouts saw from him as an amateur. But PERSON missed three months of the 2014 season with hamstring issues. He has a smooth left-handed swing and an advanced approach at the plate. PERSON' swing is more geared to produce line drives to all fields, but he projects to develop above-average power as he matures.PERSON has plus speed and uses it well in the outfield. He is a center fielder now and has a good chance to stay there, despite being considered big for his age."
Austin Meadows,640457,15672,20.7,2016,OF,2017,"One of two high school hitters taken in the first round by the Pirates in 2013, Meadows took a huge step forward in '15. The key was staying healthy for an entire year, which enabled him to hit his way up to Double-A and participate in the Arizona Fall League. The injury bug struck again in 2016, with another hamstring issue, though he still managed to hit his way up to Triple-A.Especially considering last year was really his first full season, Meadows has a very advanced approach at the plate, particularly with plate discipline. He has a smooth left-handed swing geared mostly to hit. Meadows is still figuring himself out as a hitter, and the expectation is that the power many have projected will come from his big, strong frame as he puts that puzzle together. He made strides in center field and could be an above-average defender there. Even though Meadows doesn't have the strongest arm, it's accurate and plays well. He should get time in the outfield corners as well. Meadows runs well and will cover plenty of ground from any outfield spot.Because of the stacked outfield in Pittsburgh, there's no rush for Meadows. Given how much more polished he is than people initially thought, a year of upper-level at-bats should have him knocking on the door.",40,0,0,0,0,0,60,60,55,60,0,0,mlbam,1995-05-03,2018,22.68,1,"One of two high school hitters taken in the first round by the Pirates in 2013, PERSON took a huge step forward in '15. The key was staying healthy for an entire year, which enabled him to hit his way up to Double-A and participate in the ORGANIZATION. The injury bug struck again in 2016, with another hamstring issue, though he still managed to hit his way up to Triple-A.Especially considering last year was really his first full season, PERSON has a very advanced approach at the plate, particularly with plate discipline. He has a smooth left-handed swing geared mostly to hit. PERSON is still figuring himself out as a hitter, and the expectation is that the power many have projected will come from his big, strong frame as he puts that puzzle together. He made strides in center field and could be an above-average defender there. Even though PERSON doesn't have the strongest arm, it's accurate and plays well. He should get time in the outfield corners as well. PERSON runs well and will cover plenty of ground from any outfield spot.Because of the stacked outfield in GPE, there's no rush for PERSON. Given how much more polished he is than people initially thought, a year of upper-level at-bats should have him knocking on the door."
Austin Meadows,640457,15672,17.7,2013,OF,2017,"Depending on who was asked, Meadows was the first or second best high school bat in the 2013 Draft class along with fellow Georgia prepster Clint Frazier. Meadows looks the part: tall, athletic and projectable with five-tool potential. A left-handed hitter, Meadows has a smooth swing and a fairly advanced approach at the plate, leading many to believe he'll be at least an above-average hitter in the future. He has room to add strength to his frame, though there was debate over just how much power he'll end up having. Meadows runs very well and has a solid arm in the outfield. One scout not with the Pirates said he wouldn't be surprised if Meadows ended up being the best player from this Draft class when all was said and done.",50,0,0,0,0,0,60,60,50,60,0,0,mlbam,1995-05-03,2018,22.68,1,"Depending on who was asked, PERSON was the first or second best high school bat in the 2013 Draft class along with fellow GPE prepster PERSON. PERSON looks the part: tall, athletic and projectable with five-tool potential. A left-handed hitter, PERSON has a smooth swing and a fairly advanced approach at the plate, leading many to believe he'll be at least an above-average hitter in the future. He has room to add strength to his frame, though there was debate over just how much power he'll end up having. PERSON runs very well and has a solid arm in the outfield. One scout not with the ORGANIZATION said he wouldn't be surprised if PERSON ended up being the best player from this Draft class when all was said and done."
Austin Meadows,640457,15672,19.7,2015,OF,2017,"When Meadows has been on the field, he's shown what all the fuss was about and why he was worthy of a top 10 selection in the 2013 Draft. Unfortunately, he missed all but 45 total games of the 2014 season because of a hamstring issue he had difficulty shaking. Once he did, though, he performed the way everyone expected him to.Meadows has a smooth swing from the left side of the plate with an advanced approach, especially for someone of his age and experience level. He's more of a line-drive type right now, using all fields, but the bat speed is there to project more power as he matures. Meadows has excellent speed that helps him cover a lot of ground in center field, though it hasn't translated to stolen base success. He should be able to stick in center long-term, albeit with a slightly below-average arm. He should fit the profile of a left fielder offensively should he have to move.Meadows missed a considerable amount of development time in 2014 and there certainly is no pressing need in the Pirates outfield. Still, Meadows' offensive ability should allow him to start moving more quickly now that he's healthy.",40,0,0,0,0,0,60,60,55,60,0,0,mlbam,1995-05-03,2018,22.68,1,"When PERSON has been on the field, he's shown what all the fuss was about and why he was worthy of a top 10 selection in the 2013 Draft. Unfortunately, he missed all but 45 total games of the 2014 season because of a hamstring issue he had difficulty shaking. Once he did, though, he performed the way everyone expected him to.PERSON has a smooth swing from the left side of the plate with an advanced approach, especially for someone of his age and experience level. He's more of a line-drive type right now, using all fields, but the bat speed is there to project more power as he matures. PERSON has excellent speed that helps him cover a lot of ground in center field, though it hasn't translated to stolen base success. He should be able to stick in center long-term, albeit with a slightly below-average arm. He should fit the profile of a left fielder offensively should he have to move.PERSON missed a considerable amount of development time in 2014 and there certainly is no pressing need in the ORGANIZATION outfield. Still, PERSON' offensive ability should allow him to start moving more quickly now that he's healthy."
Austin Meadows,640457,15672,22.0,2018,OF,2018,"Meadows has dealt with multiple hamstring injuries and then altered his approach to contact after his initial struggles at Triple-A last year. It was a bad year and the industry has grown increasingly ocncerned about Meadows' ability to stay healthy, especially if it means he'll eventually move to left field. But he was running well late in the year and still has the strength in his wrists to do extra-base damage while making plenty of contact. He still projects as an everyday player with above-average upside and the McCutchen trade clears a path for him to reach the Majors this year.",40,0,0,0,0,0,50,60,55,55,0,0,fg_2018 Report,1995-05-03,2018,22.68,1,"PERSON has dealt with multiple hamstring injuries and then altered his approach to contact after his initial struggles at Triple-A last year. It was a bad year and the industry has grown increasingly ocncerned about PERSON' ability to stay healthy, especially if it means he'll eventually move to left field. But he was running well late in the year and still has the strength in his wrists to do extra-base damage while making plenty of contact. He still projects as an everyday player with above-average upside and the ORGANIZATION trade clears a path for him to reach the Majors this year."
Austin Meadows,640457,15672,17.7,2013,OF,0,"Georgia has built a reputation for producing top high school talent -- 2012 No. 2 overall pick Byron Buxton, for a recent example. The 2013 Draft class has two ultra-toolsy prep outfielders from the state at, or near, the top of the list, Meadows and Clint Frazier.Meadows has five-tool potential, a tremendous athlete who can do it all on the baseball field. He can run, has an outstanding arm and plenty of bat as he progresses. A left-handed hitter, Meadows has an ideal frame that should add some strength as he matures, which could lead to more power.Meadows has more projection and upside than Frazier has, and there have been some scouts who would've liked to see a bit more performance from him this spring. But given his raw tools and his athletic frame, it won't take too long for him to come off the board.",50,0,0,0,0,0,60,60,50,60,0,0,mlbam,1995-05-03,2018,22.68,1,"GPE has built a reputation for producing top high school talent -- 2012 No. 2 overall pick PERSON, for a recent example. The 2013 Draft class has two ultra-toolsy prep outfielders from the state at, or near, the top of the list, PERSON and PERSON has five-tool potential, a tremendous athlete who can do it all on the baseball field. He can run, has an outstanding arm and plenty of bat as he progresses. A left-handed hitter, PERSON has an ideal frame that should add some strength as he matures, which could lead to more power.PERSON has more projection and upside than PERSON has, and there have been some scouts who would've liked to see a bit more performance from him this spring. But given his raw tools and his athletic frame, it won't take too long for him to come off the board."
Austin Rei,623300,sa3008749,21.2,2015,C,2018,"Rei tore a ligament in his left thumb in February but came back and played well enough to push himself into the third round of the 2015 Draft. That made him the University of Washington's highest pick since 2007 supplemental first-rounder Nick Hagadone and allowed Rei to match his uncle Fran Mullins, a 1979 third-rounder who had a brief big league career.Rei was the best all-around defender among college catchers in the 2015 Draft. He has a strong arm that plays up because he has quick feet and streamlined mechanics. He also has soft hands and is a quality receiver. He also has some offensive potential, and if Rei reaches it he could be a starter in the Majors. He has a history of hitting in college and summer ball, showing bat speed and a decent approach, and he began to tap into his raw power as a junior. He's a better athlete and runner than most catchers.",60,0,0,0,0,0,60,45,45,40,0,0,mlbam,1993-10-27,0,0.0,0,"PERSON tore a ligament in his left thumb in February but came back and played well enough to push himself into the third round of the 2015 Draft. That made him the ORGANIZATION of GPE's highest pick since 2007 supplemental first-rounder PERSON and allowed PERSON to match his uncle PERSON, a 1979 third-rounder who had a brief big league career.PERSON was the best all-around defender among college catchers in the 2015 Draft. He has a strong arm that plays up because he has quick feet and streamlined mechanics. He also has soft hands and is a quality receiver. He also has some offensive potential, and if PERSON reaches it he could be a starter in the Majors. He has a history of hitting in college and summer ball, showing bat speed and a decent approach, and he began to tap into his raw power as a junior. He's a better athlete and runner than most catchers."
Austin Rei,623300,sa3008749,21.2,2015,C,0,"The desire to find good college catching coincided nicely with Rei's return from a torn left thumb ligament as the University of Washington backstop was moving up Draft boards as he showed his all-around skills.When Rei first returned, he was DHing, giving him time to show what he can do with the bat. He has some bat speed with a solid overall approach, and he was showing the ability to hit for both average and power post-injury. Then he got back behind the plate and reminded scouts he has solid catch-and-throw skills as well. He has a plus arm that controls the running game, moves very well behind the plate and has outstanding hands. Rei's performance since he returned had him moving into conversations about the best college backstops in the class. He could hear his name come off the board in the first three rounds as a result.",60,0,0,0,0,0,60,45,40,40,0,0,mlbam,1899-12-30,0,0.0,0,"The desire to find good college catching coincided nicely with PERSON's return from a torn left thumb ligament as the ORGANIZATION of GPE backstop was moving up ORGANIZATION boards as he showed his all-around skills.When PERSON first returned, he was DHing, giving him time to show what he can do with the bat. He has some bat speed with a solid overall approach, and he was showing the ability to hit for both average and power post-injury. Then he got back behind the plate and reminded scouts he has solid catch-and-throw skills as well. He has a plus arm that controls the running game, moves very well behind the plate and has outstanding hands. PERSON's performance since he returned had him moving into conversations about the best college backstops in the class. He could hear his name come off the board in the first three rounds as a result."
Austin Riley,663586,18360,17.7,2015,3B,0,"One of the better two-way players available in the 2015 Draft, the Braves took Riley for his power potential at third base and signed him as such out of the Competitive Balance Round A.A shortstop at DeSoto Central, Riley profiles very well at the hot corner with his raw power and arm strength. His 6-foot-3 frame gives him strength and bat speed, though some scouts wonder if he has the bat speed to catch up to quality fastballs. While he lacks speed and will have to watch his weight, he has soft hands and clean infield actions. Able throwing in the 88-92 mph range most of the spring, he has more than enough arm strength to play on the left side of the infield, though it's his offensive profile for the corner infield spot that is the most intriguing.",60,0,0,0,0,0,50,50,55,40,0,0,mlbam,1997-04-02,2019,21.76,1,"One of the better two-way players available in the 2015 Draft, the ORGANIZATION took PERSON for his power potential at third base and signed him as such out of the ORGANIZATION A.A shortstop at ORGANIZATION, PERSON profiles very well at the hot corner with his raw power and arm strength. His 6-foot-3 frame gives him strength and bat speed, though some scouts wonder if he has the bat speed to catch up to quality fastballs. While he lacks speed and will have to watch his weight, he has soft hands and clean infield actions. Able throwing in the 88-92 mph range most of the spring, he has more than enough arm strength to play on the left side of the infield, though it's his offensive profile for the corner infield spot that is the most intriguing."
Austin Riley,663586,18360,18.7,2016,3B,2019,"Many teams liked Riley as a pitcher heading into the 2015 Draft. The Braves preferred him a position player, and if his pro debut that saw him hit 12 home runs in just 217 at-bats is any indication, they have the steal of the Draft on their hands.Riley has the makings of an impact run-producing hitter. While Atlanta thought he'd hit for power eventually, the organization was surprised it showed up in games so quickly. The strikeout rate was a bit high, but Riley also showed a good knowledge of the strike zone, laying off breaking balls that weren't in it. That bodes well for his future as an overall hitter, knowing that some swing and miss will always likely be there. Riley trimmed down and became more athletic, giving him a better chance to stay at third than initially anticipated. Even if he has to move, his bat would profile well anywhere.The Braves haven't produced many homegrown power hitters of late, but they feel Riley could eventually join the developed-from-within ranks of run-producing bats like Chipper Jones, Andruw Jones and Ryan Klesko.",60,0,0,0,0,0,50,50,55,40,0,0,mlbam,1997-04-02,2019,21.76,1,"Many teams liked PERSON as a pitcher heading into the 2015 GPE. The ORGANIZATION preferred him a position player, and if his pro debut that saw him hit 12 home runs in just 217 at-bats is any indication, they have the steal of the GPE on their hands.PERSON has the makings of an impact run-producing hitter. While PERSON thought he'd hit for power eventually, the organization was surprised it showed up in games so quickly. The strikeout rate was a bit high, but PERSON also showed a good knowledge of the strike zone, laying off breaking balls that weren't in it. That bodes well for his future as an overall hitter, knowing that some swing and miss will always likely be there. PERSON trimmed down and became more athletic, giving him a better chance to stay at third than initially anticipated. Even if he has to move, his bat would profile well anywhere.The ORGANIZATION haven't produced many homegrown power hitters of late, but they feel PERSON could eventually join the developed-from-within ranks of run-producing bats like PERSON, PERSON and PERSON."
Austin Riley,663586,18360,20.8,2018,3B,2019,"A talented two-way player from the Mississippi high school ranks, Riley wanted to hit as a pro. Many teams liked him more as a pitcher, but the Braves were more than willing to let him swing the bat. A slow starter in each of his first two full pro seasons, Riley still mashed his way to Double-A at age 20, collecting 20 or more home runs in each of those years. He capped off 2017 with a strong Arizona Fall League, finishing first in slugging, second in home runs and third in OPS.There has never been any question about Riley's raw power and earlier questions about his ability to tap into it consistently have thus far been answered. He's become a better overall hitter and is quicker to the ball than when he first entered pro ball. While he'll always rack up strikeouts, he did lower his K rate and improve his walk rate in 2017 while moving up the ladder. Riley also made huge strides in his defense at third and there are no longer concerns about his ability to stay at the hot corner, where his plus arm has always played well. He runs better than people might think at first glance, and some feel his athleticism would allow him to move to left field if there was a need or someone blocking him in Atlanta. For now, he'll continue to improve in all facets of the game as a third baseman, where he looks like he'll fit the power-hitting, run-producing profile in the mold of a Troy Glaus type of player.",60,0,0,0,0,0,50,50,60,40,0,0,mlbam,1997-04-02,2019,21.76,1,"A talented two-way player from the ORGANIZATION high school ranks, PERSON wanted to hit as a pro. Many teams liked him more as a pitcher, but the ORGANIZATION were more than willing to let him swing the bat. A slow starter in each of his first two full pro seasons, PERSON still mashed his way to Double-A at age 20, collecting 20 or more home runs in each of those years. He capped off 2017 with a strong ORGANIZATION, finishing first in slugging, second in home runs and third in OPS.There has never been any question about PERSON's raw power and earlier questions about his ability to tap into it consistently have thus far been answered. He's become a better overall hitter and is quicker to the ball than when he first entered pro ball. While he'll always rack up strikeouts, he did lower his K rate and improve his walk rate in 2017 while moving up the ladder. PERSON also made huge strides in his defense at third and there are no longer concerns about his ability to stay at the hot corner, where his plus arm has always played well. He runs better than people might think at first glance, and some feel his athleticism would allow him to move to left field if there was a need or someone blocking him in GPE. For now, he'll continue to improve in all facets of the game as a third baseman, where he looks like he'll fit the power-hitting, run-producing profile in the mold of a ORGANIZATION type of player."
Austin Riley,663586,18360,19.8,2017,3B,2019,"Coming out of the high school ranks in the 2015 Draft, teams were split on whether they liked Riley as a hitter or a pitcher. When he came out and hit 12 home runs in 217 at-bats during his pro debut that summer, it looked like the Braves were right to take him as a third baseman. Struggles in the first half of his first full season may have dampened enthusiasm briefly, but a huge second half on a championship team more than restored excitement.There is little question that Riley's power is legitimate, but with that pop comes a good amount of swing and miss. At times, that is offset by a willingness to see pitches and draw some walks. During his struggles in the first half of 2016, he lost some of that approach, though he cut his strikeout rate and raised his walk rate considerably in the second half. The former pitcher has a plus arm from third and he did improve on his overall defensive game at the hot corner. He may eventually need to move to first, but most believe the bat profiles well there, too.As Riley moves up the ladder, he'll have to continue to show an ability to make adjustments and stay within his gameplan in order to tap into that considerable power consistently. If he does, he has middle-of-the-order run producer written all over him.",60,0,0,0,0,0,50,50,55,40,0,0,mlbam,1997-04-02,2019,21.76,1,"Coming out of the high school ranks in the 2015 Draft, teams were split on whether they liked PERSON as a hitter or a pitcher. When he came out and hit 12 home runs in 217 at-bats during his pro debut that summer, it looked like the ORGANIZATION were right to take him as a third baseman. Struggles in the first half of his first full season may have dampened enthusiasm briefly, but a huge second half on a championship team more than restored excitement.There is little question that PERSON's power is legitimate, but with that pop comes a good amount of swing and miss. At times, that is offset by a willingness to see pitches and draw some walks. During his struggles in the first half of 2016, he lost some of that approach, though he cut his strikeout rate and raised his walk rate considerably in the second half. The former pitcher has a plus arm from third and he did improve on his overall defensive game at the hot corner. He may eventually need to move to first, but most believe the bat profiles well there, too.As PERSON moves up the ladder, he'll have to continue to show an ability to make adjustments and stay within his gameplan in order to tap into that considerable power consistently. If he does, he has middle-of-the-order run producer written all over him."
Austin Riley,663586,18360,19.0,2018,3B,2018,"Riley was a tough read for scouts as an amateur, with an even split in the industry preferring him as hitter or pitcher. He was also set to punt for the Mississippi State football team if he got to campus, but the Braves popped him in the sandwich round as a hitter, surprising many as only a few clubs were interested in Riley that early in the draft. He's rewarded the Braves' faith in his offensive ability, pumping 52 homers in 2.5 seasons while also being young for the league the whole way, reaching Double-A as a 20-year-old. Riley has slimmed down and has a chance to stick at third base now, but his plus raw power and improving contact ability will play anywhere on the diamond, possibly as soon as this September in the big leagues.",60,0,0,0,0,0,45,45,65,40,0,0,fg_2018 Report,1997-04-02,2019,21.76,1,"PERSON was a tough read for scouts as an amateur, with an even split in the industry preferring him as hitter or pitcher. He was also set to punt for the ORGANIZATION State football team if he got to campus, but the ORGANIZATION popped him in the sandwich round as a hitter, surprising many as only a few clubs were interested in PERSON that early in the draft. He's rewarded the ORGANIZATION' faith in his offensive ability, pumping 52 homers in 2.5 seasons while also being young for the league the whole way, reaching Double-A as a 20-year-old. PERSON has slimmed down and has a chance to stick at third base now, but his plus raw power and improving contact ability will play anywhere on the diamond, possibly as soon as this September in the big leagues."
Austin Riley,663586,18360,22.2,2019,3B,2019,"Riley was a two-way high school player who many teams preferred as a pitcher, but the Braves preferred him as a hitter and liked him more than any other club, popping him rounds before most teams were prepared to draft him. That gamble has paid off. Braves personnel rave about Riley's makeup and the strides he has made defensively, now projecting him as an average defender at third base after a lot of work on his footwork and keeping his strong frame nimble. He has an easy plus arm and plus plus raw power along with the contact skills to avoid being a huge strikeout type. What sort of hitter Riley becomes is more a matter of choice for him, but we think he'll end up in the .250 average, with an average OBP and plus game power, meaning 25 homers or so annually. ",65,0,0,0,0,0,50,45,70,40,0,0,fg_2019 Report,1997-04-02,2019,21.76,1,"PERSON was a two-way high school player who many teams preferred as a pitcher, but the ORGANIZATION preferred him as a hitter and liked him more than any other club, popping him rounds before most teams were prepared to draft him. That gamble has paid off. ORGANIZATION personnel rave about PERSON's makeup and the strides he has made defensively, now projecting him as an average defender at third base after a lot of work on his footwork and keeping his strong frame nimble. He has an easy plus arm and plus plus raw power along with the contact skills to avoid being a huge strikeout type. What sort of hitter PERSON becomes is more a matter of choice for him, but we think he'll end up in the .250 average, with an average ORGANIZATION and plus game power, meaning 25 homers or so annually. "
Austin Riley,663586,0,17.5,2015,RHP,0,"Scouting grades: Fastball: 55 | Curveball: 55 | Changeup: 45 | Control: 55 | Overall: 45Riley may not be the best two-way player available in the Draft, but he does create the most uncertainty about whether his future will come as a hitter more pitcher. Most teams preferred him on the mound before his stuff plateaued this spring, and now the Mississippi State recruit might have a brighter future as a third baseman.A shortstop at DeSoto Central, Riley profiles very well at the hot corner with his raw power and arm strength. His 6-foot-3 frame gives him strength and bat speed, though some scouts wonder if he has the bat speed to catch up to quality fastballs. While he lacks speed and will have to watch his weight, he has soft hands and clean infield actions.After routinely topping out at 94 mph with his fastball this summer, Riley has operated at 88-92 and dipped as low as 84 this spring. His curveball still has good depth but has lost some power as well, and he needs to do a better job of selling his changeup. A good athlete for his size, he repeats his delivery and fills the strike zone.",60,45,55,55,0,55,50,50,55,40,0,0,mlbam,1997-04-02,2019,21.76,1,"Scouting grades: Fastball: 55 | Curveball: 55 | Changeup: 45 | Control: 55 | Overall: 45PERSON may not be the best two-way player available in the GPE, but he does create the most uncertainty about whether his future will come as a hitter more pitcher. Most teams preferred him on the mound before his stuff plateaued this spring, and now the ORGANIZATION State recruit might have a brighter future as a third baseman.A shortstop at ORGANIZATION, PERSON profiles very well at the hot corner with his raw power and arm strength. His 6-foot-3 frame gives him strength and bat speed, though some scouts wonder if he has the bat speed to catch up to quality fastballs. While he lacks speed and will have to watch his weight, he has soft hands and clean infield actions.After routinely topping out at 94 mph with his fastball this summer, PERSON has operated at 88-92 and dipped as low as 84 this spring. His curveball still has good depth but has lost some power as well, and he needs to do a better job of selling his changeup. A good athlete for his size, he repeats his delivery and fills the strike zone."
